rms,distance,atom_a,atom_b
0.14384828252428492,9.647821897259965,1,71
0.14384828252428492,9.647821897259963,1,72
0.020964590792195793,10.616110436172509,1,73
0.008045067189873996,9.647821897259965,1,74
0.020964590792195793,10.616110436172509,1,75
0.1438482825242848,9.647821897259965,1,76
0.046686235128299704,7.337424650224689,1,77
0.008045067189874246,9.647821897259965,1,78
0.008045067189874246,9.647821897259965,1,79
0.046686235128299704,7.337424650224689,1,80
0.393271712582977,4.429597434503725,2,1
2.4083955725465436,0.0,2,2
0.393271712582977,4.429597434503724,2,3
0.0689860062667635,8.85919486900745,2,4
0.034097371609212786,7.672287813637204,2,5
0.3932717125829768,4.429597434503725,2,6
0.3932717125829769,4.429597434503725,2,7
0.034097371609212786,7.672287813637204,2,8
0.03409737160921305,7.672287813637205,2,9
0.06898600626676371,8.85919486900745,2,10
0.03409733288190012,7.672287813637205,2,11
0.06898600626676371,8.85919486900745,2,12
0.393271712582977,4.429597434503725,2,13
0.393271712582977,4.429597434503725,2,14
0.03409733288189999,7.672287813637204,2,15
0.03409733288189999,7.672287813637203,2,16
0.2180597577799201,4.857977413792085,2,17
0.2180597577799201,4.857977413792058,2,18
0.03136274793165842,7.927333184396722,2,19
0.03136274793165842,7.927333184396773,2,20
0.29967729129852233,6.574289161930459,2,21
0.21805975777991995,4.857977413792086,2,22
0.2996772912985225,6.574289161930418,2,23
0.12833427487294116,10.103725960256513,2,24
0.12833427487294122,10.103725960256513,2,25
0.031362747931658504,7.9273331843967725,2,26
0.031362747931658504,7.9273331843967565,2,27
0.12833427487294122,10.103725960256527,2,28
0.29967729129852244,6.574289161930417,2,29
0.031362747931658566,7.927333184396721,2,30
0.01795188026516935,11.032071959143627,2,31
0.031362747931658566,7.927333184396756,2,32
0.8296582171650062,3.081556182188202,2,33
0.8296582171650062,3.0815561821881583,2,34
0.059736637372322786,6.981307568608172,2,35
0.059736637372322786,6.981307568608231,2,36
0.02442590610111139,5.396046880425018,2,37
0.8296582171650061,3.081556182188202,2,38
0.02442590610111139,5.396046880424968,2,39
0.0069779435346577125,9.37983593838558,2,40
0.006977943534657752,9.37983593838558,2,41
0.059736637372322904,6.98130756860823,2,42
0.059736637372322904,6.981307568608211,2,43
0.006977943534657752,9.379835938385595,2,44
0.0244259061011115,5.396046880424968,2,45
0.05973663737232274,6.981307568608171,2,46
0.016792921703121286,10.373169991029329,2,47
0.059736637372322696,6.9813075686082104,2,48
0.03417495339290625,5.516035979571838,2,49
0.15533148789184717,3.287144580965208,2,50
0.03417495339290625,5.516035979571814,2,51
0.01924802596359755,9.449373165624088,2,52
0.1165648231696239,7.074460146166149,2,53
0.15533148789184714,3.287144580965229,2,54
0.15533148789184711,3.287144580965208,2,55
0.1165648231696239,7.074460146166121,2,56
0.03526103144545496,10.436090582923221,2,57
0.11656482316962406,7.074460146166149,2,58
0.03417495339290637,5.5160359795718374,2,59
0.11656482316962406,7.074460146166129,2,60
0.11656482316962409,7.07446014616613,2,61
0.11656482316962409,7.07446014616612,2,62
0.019248025963597537,9.449373165624088,2,63
0.019248025963597537,9.44937316562411,2,64
0.04668623512829958,7.337424650224688,2,65
0.022523708854067678,5.849484341885438,2,66
0.04668623512829958,7.337424650224688,2,67
0.020964590792195783,10.616110436172507,2,68
0.14384828252428492,9.647821897259965,2,69
0.046686235128299745,7.337424650224688,2,70
0.046686235128299745,7.337424650224688,2,71
0.14384828252428492,9.647821897259965,2,72
