quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff,m_eff
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e,m_e
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
15020,0.147431,600.0,-6.61428,4.69583e+19,-85153200000.0,0.167359,-85153200000.0,4.69583e+19,-0.250446,0.167359,-0.250446,8.76768e+16,3.5457e-06,-3.93753e-21,7.3624299999999995e-22,-3.4765899999999995e-21,3.5457e-06,2.74983e-22,1.46823e-24,-7.75691e-23,-2.27093e-05,848851000000000.0,-1539290.0,1.22566e-05,-1539290.0,848851000000000.0,3.27371e-07,1.22566e-05,-4.17563e-05,1791770000000.0,22.60683668549557,4.0994765262953324e-08,4.315232274194403e-17,4.0994765262953324e-08,22.60683668549557,6.457571231699583e-17,4.315232274194403e-17,6.457571231699583e-17,12107.862275180052
15021,0.147431,700.0,-6.62062,4.83135e+19,-87610600000.0,0.245642,-87610600000.0,4.83135e+19,-0.220439,0.245642,-0.220439,9.40555e+16,6.73473e-06,-1.14451e-21,7.97233e-22,-2.5862099999999998e-21,6.73473e-06,1.61712e-22,1.6602900000000002e-24,-7.728150000000001e-23,-1.45581e-05,1028340000000000.0,-1864760.0,1.45509e-05,-1864760.0,1028340000000000.0,1.58736e-06,1.45509e-05,-1.89176e-05,1841480000000.0,21.993773507612218,3.988300771556627e-08,5.744049527316438e-17,3.988300771556627e-08,21.993773507612218,5.1547069851817155e-17,5.744049527316436e-17,5.1547069851817155e-17,11297.544283534964
15022,0.147748,100.0,-6.60169,3.95255e+19,-71674700000.0,0.970649,-71674700000.0,3.95255e+19,-1.07219,0.970649,-1.07219,4815430000000000.0,-2.53154e-06,-6.2192699999999994e-21,1.5424e-20,-5.96592e-21,-2.53154e-06,-3.93172e-21,3.32116e-24,-8.228710000000001e-24,-6.12521e-05,110461000000000.0,-200307.0,-2.18365e-07,-200307.0,110461000000000.0,-4.08285e-07,-2.18365e-07,-1.96047e-06,27425600000.0,26.806946135639457,4.861114526541391e-08,5.403491569287047e-15,4.861114526541391e-08,26.806946135639457,5.9687586632942246e-15,5.403491569287047e-15,5.9687586632942246e-15,220033.92209713717
15023,0.147748,200.0,-6.60288,4.24831e+19,-77038000000.0,0.292616,-77038000000.0,4.24831e+19,-0.572943,0.292616,-0.572943,1.66119e+16,5.187e-07,-5.311819999999999e-21,2.3467499999999998e-21,-5.44868e-21,5.187e-07,1.57125e-21,2.3634800000000003e-24,-6.30445e-23,-0.000209395,219884000000000.0,-398734.0,-3.86647e-07,-398734.0,219884000000000.0,6.61536e-07,-3.86647e-07,-0.000107292,255686000000.0,24.94518860647197,4.523510383812358e-08,4.3940556368351996e-16,4.523510383812358e-08,24.94518860647197,8.603574053853777e-16,4.3940556368351996e-16,8.603574053853777e-16,63794.56546738239
15024,0.147748,300.0,-6.60531,4.34091e+19,-78717200000.0,0.0702355,-78717200000.0,4.34091e+19,-0.412995,0.0702355,-0.412995,4.0308e+16,-7.22325e-07,-5.0441e-21,6.35224e-22,-4.90747e-21,-7.22325e-07,1.19952e-21,7.99557e-25,-5.0301e-23,-0.000130336,348136000000000.0,-631302.0,6.39725e-07,-631302.0,348136000000000.0,8.67044e-07,6.39724e-07,-8.47798e-05,760912000000.0,24.422044045918835,4.428644974374963e-08,4.25546902921765e-17,4.428644974374963e-08,24.422044045918835,2.50227797897037e-16,4.255469029217649e-17,2.50227797897037e-16,26300.956440252437
15025,0.147748,400.0,-6.60916,4.43878e+19,-80491800000.0,0.034633,-80491800000.0,4.43878e+19,-0.344506,0.034633,-0.344506,6.24344e+16,-1.13069e-06,-4.38467e-21,5.25001e-22,-4.4023999999999995e-21,-1.13069e-06,7.3295299999999995e-22,7.96037e-25,-3.1482100000000004e-23,-7.49375e-05,502020000000000.0,-910352.0,4.25041e-06,-910352.0,502020000000000.0,2.85682e-07,4.25041e-06,-4.28528e-05,1262190000000.0,23.897486909465282,4.333514472038033e-08,1.3256180073906273e-17,4.333514472038033e-08,23.897486909465282,1.3186364606261006e-16,1.3256180073906273e-17,1.3186364606261006e-16,16989.94255474487
15026,0.147748,500.0,-6.61429,4.56153e+19,-82717800000.0,0.0777872,-82717800000.0,4.56153e+19,-0.299908,0.0777872,-0.299908,7.84685e+16,-6.02251e-08,-3.74897e-21,6.01477e-22,-3.7517799999999995e-21,-6.02251e-08,4.35758e-22,1.10925e-24,-6.05785e-23,-4.3795e-05,670277000000000.0,-1215470.0,8.50075e-06,-1215470.0,670277000000000.0,1.03748e-07,8.50075e-06,-6.09511e-05,1591440000000.0,23.272459549939754,4.220177560073061e-08,2.3070397074576722e-17,4.220177560073061e-08,23.272459549939754,8.894775349879985e-17,2.3070397074576728e-17,8.894775349879985e-17,13528.74368833821
15027,0.147748,600.0,-6.62043,4.6948e+19,-85134500000.0,0.150259,-85134500000.0,4.6948e+19,-0.262585,0.150259,-0.262585,8.8764e+16,2.30226e-06,-2.8276e-21,6.91953e-22,-3.2393399999999997e-21,2.30226e-06,2.5253299999999997e-22,1.4001e-24,-8.30886e-23,-2.63895e-05,845487000000000.0,-1533190.0,1.20553e-05,-1533190.0,845487000000000.0,6.63046e-07,1.20553e-05,-5.59284e-05,1760010000000.0,22.6328210305588,4.104187403139874e-08,3.8312661038864345e-17,4.104187403139874e-08,22.6328210305588,6.695326150401483e-17,3.8312661038864345e-17,6.695326150401483e-17,11970.682728839109
15028,0.147748,700.0,-6.62721,4.82771e+19,-87544700000.0,0.227171,-87544700000.0,4.82771e+19,-0.227602,0.227171,-0.227602,9.4728e+16,5.56273e-06,-3.88751e-21,7.61658e-22,-3.08006e-21,5.56273e-06,1.43484e-22,1.5981600000000001e-24,-8.22407e-23,-1.64668e-05,1023430000000000.0,-1855860.0,1.44035e-05,-1855860.0,1023430000000000.0,1.83884e-06,1.44035e-05,-2.85315e-05,1820160000000.0,22.032264947315603,3.995285601523829e-08,5.283645438786086e-17,3.995285601523829e-08,22.032264947315603,5.293669830950507e-17,5.283645438786086e-17,5.293669830950507e-17,11228.505384765333
15029,0.148064,100.0,-6.60591,4.00079e+19,-72549500000.0,0.771865,-72549500000.0,4.00079e+19,-0.991748,0.771865,-0.991748,5098420000000000.0,-5.8904e-06,-4.90818e-21,2.3849799999999998e-20,-6.4525099999999996e-21,-5.8904e-06,-1.1297899999999999e-20,4.533990000000001e-24,-1.05628e-23,-8.3364e-05,108816000000000.0,-197325.0,4.72083e-07,-197325.0,108816000000000.0,-9.55216e-07,4.72083e-07,-3.52718e-06,33866200000.0,26.500647396772173,4.8055726951730106e-08,4.0120119870960775e-15,4.8055726951730106e-08,26.500647396772173,5.154923293365685e-15,4.0120119870960775e-15,5.154923293365685e-15,207953.6897676773
15030,0.148064,200.0,-6.60728,4.25015e+19,-77071400000.0,0.228454,-77071400000.0,4.25015e+19,-0.576632,0.228454,-0.576632,1.93982e+16,-8.46239e-07,-4.94461e-21,2.7945999999999997e-21,-5.1092999999999995e-21,-8.46239e-07,7.73924e-22,2.49208e-24,-7.28886e-23,-0.00022718,219862000000000.0,-398693.0,7.87652e-07,-398693.0,219862000000000.0,-1.4489e-07,7.87651e-07,-0.000136157,231681000000.0,24.95100486397424,4.524567077099171e-08,2.9384978189235447e-16,4.524567077099171e-08,24.95100486397424,7.416949936791373e-16,2.938497818923544e-16,7.416949936791372e-16,54667.70799487588
15031,0.148064,300.0,-6.61005,4.34243e+19,-78744700000.0,0.0478168,-78744700000.0,4.34243e+19,-0.440422,0.0478168,-0.440422,4.40385e+16,-1.56543e-06,-4.78351e-21,6.74496e-22,-4.71639e-21,-1.56543e-06,9.98946e-22,8.39876e-25,-4.51501e-23,-0.00014309,348768000000000.0,-632448.0,9.72373e-07,-632448.0,348768000000000.0,7.63283e-07,9.72372e-07,-8.35246e-05,698806000000.0,24.431014723266514,4.430268133462611e-08,2.652708255975146e-17,4.430268133462611e-08,24.431014723266514,2.4433067348642825e-16,2.652708255975146e-17,2.4433067348642825e-16,24090.278112277712
15032,0.148064,400.0,-6.61436,4.44213e+19,-80552600000.0,0.0203976,-80552600000.0,4.44213e+19,-0.369979,0.0203976,-0.369979,6.54572e+16,-2.22387e-06,-3.96853e-21,4.90357e-22,-4.23907e-21,-2.22387e-06,6.5626e-22,7.60036e-25,-2.27903e-23,-8.38209e-05,501824000000000.0,-909997.0,4.16989e-06,-909997.0,501824000000000.0,5.25966e-07,4.16989e-06,-3.47573e-05,1196610000000.0,23.898252841933708,4.333656155662148e-08,7.447110266479613e-18,4.333656155662148e-08,23.898252841933708,1.3507836704475337e-16,7.447110266479612e-18,1.3507836704475337e-16,16218.100666808084
15033,0.148064,500.0,-6.62002,4.56449e+19,-82771500000.0,0.0633988,-82771500000.0,4.56449e+19,-0.318135,0.0633988,-0.318135,8.05073e+16,-1.28386e-06,-3.6964199999999995e-21,5.536799999999999e-22,-3.6462399999999995e-21,-1.28386e-06,3.9665999999999997e-22,1.0433700000000002e-24,-5.85728e-23,-4.93821e-05,668538000000000.0,-1212310.0,8.27819e-06,-1212310.0,668538000000000.0,4.4212e-07,8.27819e-06,-6.77082e-05,1539380000000.0,23.277515726146774,4.221095660033778e-08,1.833084143413146e-17,4.221095660033778e-08,23.277515726146774,9.198411153847639e-17,1.8330841434131457e-17,9.198411153847639e-17,13197.559445769475
15034,0.148064,600.0,-6.62666,4.69575e+19,-85151800000.0,0.134163,-85151800000.0,4.69575e+19,-0.27414,0.134163,-0.27414,9.00412e+16,1.08017e-06,-3.2737799999999997e-21,6.47688e-22,-3.0312699999999997e-21,1.08017e-06,2.27045e-22,1.3297300000000002e-24,-8.57776e-23,-2.96454e-05,842026000000000.0,-1526910.0,1.18237e-05,-1526910.0,842026000000000.0,9.76487e-07,1.18237e-05,-6.82642e-05,1723030000000.0,22.64953594624344,4.1072219666450134e-08,3.3748213927583376e-17,4.1072219666450134e-08,22.64953594624344,6.895891857053e-17,3.374821392758338e-17,6.895891857052999e-17,11811.988114282422
15035,0.148064,700.0,-6.63389,4.82582e+19,-87510500000.0,0.209718,-87510500000.0,4.82582e+19,-0.234307,0.209718,-0.234307,9.55071e+16,4.4135e-06,-2.72149e-21,7.25648e-22,-2.22608e-21,4.4135e-06,1.23436e-22,1.5342500000000001e-24,-8.52967e-23,-1.81671e-05,1018340000000000.0,-1846630.0,1.42212e-05,-1846630.0,1018340000000000.0,2.0791e-06,1.42212e-05,-3.7613e-05,1794870000000.0,22.063110199610044,4.0008823477108034e-08,4.844698808222082e-17,4.0008823477108034e-08,22.063110199610044,5.412729685174674e-17,4.844698808222082e-17,5.412729685174673e-17,11148.134375714702
15036,0.148381,100.0,-6.61016,4.05759e+19,-73579400000.0,0.46577,-73579400000.0,4.05759e+19,-0.82722,0.46577,-0.82722,5483830000000000.0,-8.78102e-06,-1.0278099999999999e-21,2.8135599999999995e-20,-4.37816e-21,-8.78102e-06,-1.56065e-20,5.0460300000000004e-24,-1.1089e-23,-0.00011711,108445000000000.0,-196651.0,1.66693e-06,-196651.0,108445000000000.0,-1.87168e-06,1.66693e-06,-5.33053e-06,41778500000.0,26.146490094514395,4.7413441310243586e-08,2.2207564151515683e-15,4.7413441310243586e-08,26.146490094514395,3.944122905688258e-15,2.2207564151515683e-15,3.944122905688258e-15,193462.8475766037
15037,0.148381,200.0,-6.61176,4.26107e+19,-77269400000.0,0.145762,-77269400000.0,4.26107e+19,-0.566819,0.145762,-0.566819,2.30128e+16,-2.0291e-06,-4.4302999999999994e-21,2.8344999999999996e-21,-4.50083e-21,-2.0291e-06,2.89639e-22,2.3321100000000002e-24,-6.79944e-23,-0.000236267,219201000000000.0,-397494.0,1.86985e-06,-397494.0,219201000000000.0,-9.97683e-07,1.86985e-06,-0.00013307,209229000000.0,24.903936433892817,4.516030541354725e-08,1.577403687026075e-16,4.516030541354725e-08,24.903936433892817,6.133988188721075e-16,1.577403687026075e-16,6.133988188721075e-16,46112.34461706862
15038,0.148381,300.0,-6.61486,4.34633e+19,-78815400000.0,0.0204226,-78815400000.0,4.34633e+19,-0.464168,0.0204226,-0.464168,4.85343e+16,-2.42617e-06,-4.45263e-21,6.76482e-22,-4.1848799999999994e-21,-2.42617e-06,8.22373e-22,8.25302e-25,-2.51199e-23,-0.00015117,349501000000000.0,-633778.0,1.32762e-06,-633778.0,349501000000000.0,5.51317e-07,1.32762e-06,-4.84152e-05,637188000000.0,24.426854563744854,4.4295125155783756e-08,1.0278501172431784e-17,4.4295125155783756e-08,24.426854563744854,2.336113682125775e-16,1.0278501172431786e-17,2.336113682125775e-16,21874.668182304304
15039,0.148381,400.0,-6.61964,4.44761e+19,-80652100000.0,0.0053568,-80652100000.0,4.44761e+19,-0.393855,0.0053568,-0.393855,6.89869e+16,-3.3211e-06,-3.70289e-21,4.5285e-22,-3.28039e-21,-3.3211e-06,5.77673e-22,7.12921e-25,-7.12229e-24,-9.05482e-05,501760000000000.0,-909882.0,4.10023e-06,-909882.0,501760000000000.0,6.86355e-07,4.10023e-06,-1.14141e-05,1127540000000.0,23.887860858611706,4.3317785119532455e-08,1.8548807960132276e-18,4.3317785119532455e-08,23.887860858611706,1.3637884059490236e-16,1.8548807960132272e-18,1.3637884059490236e-16,15400.588928241452
15040,0.148381,500.0,-6.62583,4.56958e+19,-82863900000.0,0.0495848,-82863900000.0,4.56958e+19,-0.335382,0.0495848,-0.335382,8.28511e+16,-2.49157e-06,-3.02918e-21,5.06524e-22,-3.07282e-21,-2.49157e-06,3.5399e-22,9.74249e-25,-5.2925400000000004e-23,-5.39812e-05,666810000000000.0,-1209180.0,8.04129e-06,-1209180.0,666810000000000.0,7.34054e-07,8.04129e-06,-6.78952e-05,1482530000000.0,23.271993725185027,4.2200993545235224e-08,1.392784332750079e-17,4.2200993545235224e-08,23.271993725185027,9.420524045483377e-17,1.3927843327500794e-17,9.420524045483375e-17,12835.464717635734
15041,0.148381,600.0,-6.63299,4.69866e+19,-85204400000.0,0.119042,-85204400000.0,4.69866e+19,-0.284998,0.119042,-0.284998,9.14946e+16,-1.17074e-07,-2.94577e-21,6.03788e-22,-2.95095e-21,-1.17074e-07,1.98966e-22,1.2575900000000002e-24,-8.58787e-23,-3.24309e-05,838463000000000.0,-1520450.0,1.15636e-05,-1520450.0,838463000000000.0,1.26463e-06,1.15636e-05,-7.77125e-05,1681690000000.0,22.657130680819265,4.108591013992919e-08,2.94787904291257e-17,4.108591013992919e-08,22.657130680819265,7.05750604394268e-17,2.94787904291257e-17,7.05750604394268e-17,11635.457572877332
15042,0.148381,700.0,-6.64066,4.82564e+19,-87507200000.0,0.193258,-87507200000.0,4.82564e+19,-0.240475,0.193258,-0.240475,9.63844e+16,3.29057e-06,-2.96663e-21,6.89474e-22,-3.1031399999999997e-21,3.29057e-06,1.01764e-22,1.4689100000000001e-24,-8.65693e-23,-1.96326e-05,1013060000000000.0,-1837070.0,1.40052e-05,-1837070.0,1013060000000000.0,2.30559e-06,1.40052e-05,-4.55321e-05,1766080000000.0,22.086449797339565,4.0051130621135276e-08,4.428499949476216e-17,4.0051130621135276e-08,22.086449797339565,5.510475769185707e-17,4.428499949476216e-17,5.510475769185707e-17,11057.936305048708
15043,0.148698,100.0,-6.61443,4.13871e+19,-75050500000.0,0.0950296,-75050500000.0,4.13871e+19,-0.614729,0.0950296,-0.614729,6145590000000000.0,-1.21462e-05,-3.78834e-21,2.65104e-20,-3.39063e-21,-1.21462e-05,-1.57824e-20,4.2797700000000006e-24,-6.820450000000001e-24,-0.000161629,108027000000000.0,-195894.0,3.06747e-06,-195894.0,108027000000000.0,-2.93089e-06,3.06747e-06,-4.55386e-06,49592500000.0,25.65056971438958,4.651420569089874e-08,3.9663618157685837e-16,4.651420569089874e-08,25.65056971438958,2.5657665196566583e-15,3.9663618157685837e-16,2.5657665196566587e-15,172742.19299146428
15044,0.148698,200.0,-6.61631,4.27872e+19,-77589500000.0,0.0516454,-77589500000.0,4.27872e+19,-0.548415,0.0516454,-0.548415,2.76113e+16,-2.87948e-06,-3.73278e-21,2.5794999999999996e-21,-3.9428499999999996e-21,-2.87948e-06,6.83189e-23,1.94863e-24,-3.6006600000000003e-23,-0.000238201,218159000000000.0,-395606.0,2.70274e-06,-395606.0,218159000000000.0,-1.75655e-06,2.70274e-06,-6.99078e-05,189503000000.0,24.818273456551847,4.500498813563704e-08,4.642119839672858e-17,4.500498813563704e-08,24.818273456551847,4.929399715098738e-16,4.642119839672859e-17,4.929399715098738e-16,38459.052273532034
15045,0.148698,300.0,-6.61977,4.35253e+19,-78927900000.0,-0.0105343,-78927900000.0,4.35253e+19,-0.485058,-0.0105343,-0.485058,5.38175e+16,-3.29325e-06,-3.52317e-21,6.45301e-22,-4.13853e-21,-3.29325e-06,6.73754e-22,7.6114699999999995e-25,1.49863e-23,-0.000155114,350360000000000.0,-635335.0,1.65731e-06,-635335.0,350360000000000.0,2.79167e-07,1.65731e-06,3.30535e-05,578731000000.0,24.41016496317971,4.426490016604944e-08,4.778074459844251e-18,4.426490016604944e-08,24.41016496317971,2.2000921256424628e-16,4.77807445984425e-18,2.2000921256424628e-16,19741.900925756232
15046,0.148698,400.0,-6.62503,4.45528e+19,-80791200000.0,-0.010201,-80791200000.0,4.45528e+19,-0.416135,-0.010201,-0.416135,7.30013e+16,-4.42124e-06,-3.9322e-21,4.12572e-22,-3.50118e-21,-4.42124e-06,4.99833e-22,6.55234e-25,1.61294e-23,-9.51742e-05,501810000000000.0,-909972.0,4.03197e-06,-909972.0,501810000000000.0,7.78537e-07,4.03197e-06,2.94576e-05,1057510000000.0,23.86615369804985,4.3278429114441404e-08,3.334990635556841e-18,4.3278429114441404e-08,23.86615369804985,1.3604609602266611e-16,3.334990635556841e-18,1.3604609602266611e-16,14565.548455691545
15047,0.148698,500.0,-6.63176,4.57681e+19,-82994900000.0,0.0363814,-82994900000.0,4.57681e+19,-0.351529,0.0363814,-0.351529,8.54762e+16,-3.68056e-06,-4.14457e-21,4.60274e-22,-3.71616e-21,-3.68056e-06,3.08842e-22,9.02434e-25,-4.39221e-23,-5.75598e-05,665080000000000.0,-1206040.0,7.79067e-06,-1206040.0,665080000000000.0,9.80159e-07,7.79067e-06,-6.08018e-05,1422530000000.0,23.256026007733524,4.21719833881949e-08,9.898507067149467e-18,4.21719833881949e-08,23.256026007733524,9.564261823686922e-17,9.898507067149466e-18,9.564261823686922e-17,12452.403404977627
15048,0.148698,600.0,-6.63941,4.70349e+19,-85292100000.0,0.104878,-85292100000.0,4.70349e+19,-0.295049,0.104878,-0.295049,9.3108e+16,-1.28589e-06,-2.60382e-21,5.6055999999999995e-22,-2.61976e-21,-1.28589e-06,1.68756e-22,1.1842000000000001e-24,-8.36751e-23,-3.47139e-05,834794000000000.0,-1513800.0,1.12769e-05,-1513800.0,834794000000000.0,1.52553e-06,1.12769e-05,-8.36105e-05,1636870000000.0,22.65577121494427,4.10834997850989e-08,2.5519740101379896e-17,4.10834997850989e-08,22.65577121494427,7.179364433656977e-17,2.5519740101379896e-17,7.179364433656977e-17,11444.901979612732
15049,0.148698,700.0,-6.64752,4.82714e+19,-87534400000.0,0.17777,-87534400000.0,4.82714e+19,-0.24603,0.17777,-0.24603,9.735e+16,2.19744e-06,-2.3995199999999997e-21,6.5339e-22,-2.3527199999999998e-21,2.19744e-06,7.867860000000001e-23,1.4025500000000002e-24,-8.62074e-23,-2.08419e-05,1007610000000000.0,-1827180.0,1.37569e-05,-1827180.0,1007610000000000.0,2.51626e-06,1.37569e-05,-5.182e-05,1734270000000.0,22.102395459518387,4.008004584726497e-08,4.0360994668491944e-17,4.008004584726497e-08,22.102395459518387,5.585878117904754e-17,4.0360994668491944e-17,5.585878117904754e-17,10959.564172414955
15050,0.149014,100.0,-6.61878,4.26825e+19,-77399600000.0,-0.272616,-77399600000.0,4.26825e+19,-0.399352,-0.272616,-0.399352,7338230000000000.0,-1.51072e-05,-1.6434899999999999e-21,1.9504299999999998e-20,3.45159e-22,-1.51072e-05,-1.2337599999999998e-20,2.1206800000000003e-24,6.90738e-24,-0.000208092,105752000000000.0,-191768.0,3.92944e-06,-191768.0,105752000000000.0,-3.69563e-06,3.92944e-06,6.62577e-06,55534400000.0,24.88844046308681,4.513220491926981e-08,9.246081280238575e-16,4.513220491926981e-08,24.88844046308681,1.3544476649162543e-15,9.246081280238575e-16,1.3544476649162543e-15,144762.54629055
15051,0.149014,200.0,-6.62097,4.2998e+19,-77971600000.0,-0.0459375,-77971600000.0,4.2998e+19,-0.52732,-0.0459375,-0.52732,3.33718e+16,-3.31477e-06,-3.13727e-21,2.15871e-21,-3.46826e-21,-3.31477e-06,3.05159e-23,1.42842e-24,3.8834500000000004e-23,-0.000234518,217090000000000.0,-393667.0,3.20575e-06,-393667.0,217090000000000.0,-2.33016e-06,3.20575e-06,8.28477e-05,173239000000.0,24.713994852205644,4.481579889804729e-08,3.4019716112270357e-17,4.481579889804729e-08,24.713994852205644,3.905148588785684e-16,3.4019716112270357e-17,3.905148588785684e-16,31842.823900872547
15052,0.149014,300.0,-6.62478,4.36089e+19,-79079500000.0,-0.0434224,-79079500000.0,4.36089e+19,-0.504049,-0.0434224,-0.504049,5.9902e+16,-4.16196e-06,-3.92034e-21,5.88246e-22,-3.96172e-21,-4.16196e-06,5.52451e-22,6.57279e-25,7.97012e-23,-0.000155556,351381000000000.0,-637186.0,1.92564e-06,-637186.0,351381000000000.0,-1.06735e-08,1.92564e-06,0.000168599,525247000000.0,24.381808483634405,4.4213479908494985e-08,1.767414548738818e-17,4.4213479908494985e-08,24.381808483634405,2.0516220136702102e-16,1.767414548738818e-17,2.0516220136702102e-16,17750.05589098802
15053,0.149014,400.0,-6.63054,4.4652e+19,-80970900000.0,-0.0259148,-80970900000.0,4.4652e+19,-0.43685,-0.0259148,-0.43685,7.74706e+16,-5.52277e-06,-3.92789e-21,3.70007e-22,-3.14886e-21,-5.52277e-06,4.24608e-22,5.88385e-25,4.70409e-23,-9.7831e-05,501954000000000.0,-910233.0,3.95652e-06,-910233.0,501954000000000.0,8.16512e-07,3.95652e-06,8.79602e-05,988643000000.0,23.832937301387968,4.3218095111908865e-08,7.972389815721497e-18,4.3218095111908865e-08,23.832937301387968,1.343918681568404e-16,7.972389815721497e-18,1.343918681568404e-16,13736.673220312938
15054,0.149014,500.0,-6.63779,4.58617e+19,-83164700000.0,0.0238497,-83164700000.0,4.58617e+19,-0.366461,0.0238497,-0.366461,8.83549e+16,-4.84768e-06,-2.48761e-21,4.15185e-22,-3.41174e-21,-4.84768e-06,2.62194e-22,8.28617e-25,-3.1993700000000003e-23,-6.01197e-05,663332000000000.0,-1202870.0,7.52703e-06,-1202870.0,663332000000000.0,1.18295e-06,7.52703e-06,-4.65744e-05,1360890000000.0,23.229664988005062,4.2124215191062356e-08,6.2703995548355816e-18,4.2124215191062356e-08,23.229664988005062,9.634741548193336e-17,6.2703995548355816e-18,9.634741548193336e-17,12057.64396519482
15055,0.149014,600.0,-6.64595,4.71023e+19,-85414400000.0,0.0916627,-85414400000.0,4.71023e+19,-0.304189,0.0916627,-0.304189,9.48631e+16,-2.42264e-06,-2.4966099999999998e-21,5.182799999999999e-22,-3.06716e-21,-2.42264e-06,1.36871e-22,1.11007e-24,-7.94904e-23,-3.64759e-05,831014000000000.0,-1506940.0,1.09659e-05,-1506940.0,831014000000000.0,1.75831e-06,1.09659e-05,-8.56888e-05,1589510000000.0,22.64563705692732,4.1065160338990085e-08,2.1881640209590893e-17,4.1065160338990085e-08,22.64563705692732,7.261573453688019e-17,2.1881640209590893e-17,7.26157345368802e-17,11244.220253676165
15056,0.149014,700.0,-6.65449,4.83027e+19,-87591200000.0,0.163232,-87591200000.0,4.83027e+19,-0.250899,0.163232,-0.250899,9.83931e+16,1.13756e-06,-2.3128399999999998e-21,6.17635e-22,-2.1796899999999998e-21,1.13756e-06,5.439720000000001e-23,1.33557e-24,-8.43843e-23,-2.17789e-05,1001980000000000.0,-1816980.0,1.34783e-05,-1816980.0,1001980000000000.0,2.70956e-06,1.34783e-05,-5.61785e-05,1699960000000.0,22.111232770576386,4.009609011202501e-08,3.6682051257117164e-17,4.009609011202501e-08,22.111232770576386,5.638287831524647e-17,3.6682051257117164e-17,5.638287831524647e-17,10854.747366912108
15057,0.149331,100.0,-6.62328,4.44732e+19,-80646800000.0,-0.562927,-80646800000.0,4.44732e+19,-0.217473,-0.562927,-0.217473,9396510000000000.0,-1.54195e-05,3.49835e-22,1.0853e-20,-1.73635e-21,-1.54195e-05,-7.40102e-21,-6.11658e-25,3.54784e-23,-0.000244903,101047000000000.0,-183236.0,3.63316e-06,-183236.0,101047000000000.0,-3.82545e-06,3.63316e-06,4.03588e-05,58947000000.0,23.902554819596944,4.334440872312024e-08,1.4319564909053983e-15,4.334440872312024e-08,23.902554819596944,5.532011702942841e-16,1.4319564909053983e-15,5.532011702942841e-16,113129.56629673131
15058,0.149331,200.0,-6.62572,4.32043e+19,-78345800000.0,-0.139323,-78345800000.0,4.32043e+19,-0.509627,-0.139323,-0.509627,4.04862e+16,-3.33721e-06,-2.36774e-21,1.6835599999999998e-21,-2.85097e-21,-3.33721e-06,9.56412e-23,8.57713e-25,1.74542e-22,-0.00022659,216395000000000.0,-392407.0,3.37186e-06,-392407.0,216395000000000.0,-2.68108e-06,3.37187e-06,0.000349147,160880000000.0,24.613631423002932,4.463385923948086e-08,8.470157716687803e-17,4.463385923948086e-08,24.613631423002932,3.098283155106984e-16,8.470157716687802e-17,3.098283155106984e-16,26266.10341520927
15059,0.149331,300.0,-6.62991,4.37125e+19,-79267300000.0,-0.0765372,-79267300000.0,4.37125e+19,-0.522112,-0.0765372,-0.522112,6.67883e+16,-5.03577e-06,-2.47912e-21,5.13806e-22,-2.99931e-21,-5.03577e-06,4.54911e-22,5.257369999999999e-25,1.71777e-22,-0.000153134,352604000000000.0,-639404.0,2.11085e-06,-639404.0,352604000000000.0,-2.85266e-07,2.11086e-06,0.00035824,477812000000.0,24.342858510731897,4.414281197432629e-08,2.789611733574715e-17,4.414281197432629e-08,24.342858510731897,1.902982789820046e-16,2.789611733574715e-17,1.902982789820046e-16,15932.239668480379
15060,0.149331,400.0,-6.63617,4.47741e+19,-81192400000.0,-0.041379,-81192400000.0,4.47741e+19,-0.456034,-0.041379,-0.456034,8.23564e+16,-6.62387e-06,-2.2226999999999996e-21,3.25918e-22,-3.15496e-21,-6.62387e-06,3.5314799999999998e-22,5.14392e-25,8.4961e-23,-9.87003e-05,502170000000000.0,-910625.0,3.867e-06,-910625.0,502170000000000.0,8.14848e-07,3.867e-06,0.000161622,922639000000.0,23.78812572543057,4.313688090099967e-08,1.1952062912712016e-17,4.313688090099967e-08,23.78812572543057,1.3172253921803244e-16,1.1952062912712016e-17,1.3172253921803247e-16,12932.71585502767
