quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
6352,-0.112629,400.0,7.76873e-05,3818330000000000.0,-4976790.0,0.0023448,-4976790.0,3818330000000000.0,0.000779117,0.0023448,0.000779117,111241000000000.0,0.000817594,7.30765e-20,-6.84538e-22,3.37989e-20,0.000817594,1.62057e-21,-2.3987500000000002e-23,4.58687e-23,0.000824181,22387400000.0,-29.1798,8.0961e-09,-29.1797,22387400000.0,3.72851e-09,8.0961e-09,3.72866e-09,662237000.0
6353,-0.112629,500.0,0.000451085,2.13366e+16,-27810000.0,0.011874,-27810000.0,2.13366e+16,0.00668682,0.011874,0.00668682,630210000000000.0,0.000689181,1.58763e-19,-8.03292e-22,7.962339999999999e-20,0.000689181,1.25866e-21,-2.5661400000000002e-23,3.60867e-23,0.000692658,162126000000.0,-211.316,6.09852e-08,-211.314,162126000000.0,4.41608e-08,6.09852e-08,4.41612e-08,4321730000.0
6354,-0.112629,600.0,0.00150826,6.94572e+16,-90530000.0,0.0351085,-90530000.0,6.94572e+16,0.0266757,0.0351085,0.0266757,2057980000000000.0,0.000603618,4.43047e-20,-7.870799999999999e-22,3.10483e-20,0.000603618,9.65112e-22,-2.29956e-23,2.88428e-23,0.000602975,627154000000.0,-817.431,2.63108e-07,-817.43,627154000000.0,1.56753e-07,2.63108e-07,1.56753e-07,15960400000.0
6355,-0.112629,700.0,0.00366526,1.64985e+17,-215040000.0,0.0767339,-215040000.0,1.64985e+17,0.0707189,0.0767339,0.0707189,4867460000000000.0,0.000541728,7.760969999999999e-20,-6.78266e-22,1.5521799999999998e-20,0.000541728,6.766069999999999e-22,-1.81304e-23,2.1694300000000002e-23,0.000537686,1688690000000.0,-2201.03,7.91358e-07,-2201.02,1688690000000.0,3.22732e-07,7.91358e-07,3.22732e-07,42194800000.0
6356,-0.112313,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6357,-0.112313,200.0,1.27371e-08,657941000000.0,-857.555,3.51023e-07,-857.555,657941000000.0,-3.83344e-07,3.51023e-07,-3.83344e-07,18829400000.0,0.00146242,2.2938e-19,-6.04967e-22,8.82655e-20,0.00146242,4.57034e-21,4.63989e-24,1.06822e-22,0.00142127,421425.0,-0.000549369,-4.26305e-13,-0.000549315,421425.0,1.94393e-13,-4.26305e-13,1.94423e-13,11792.0
6358,-0.112313,300.0,3.79837e-06,198731000000000.0,-259025.0,0.000132643,-259025.0,198731000000000.0,2.53045e-06,0.000132643,2.53045e-06,5689120000000.0,0.00104805,1.0682e-19,-3.87769e-22,6.15585e-20,0.00104805,2.31449e-21,-1.2975600000000001e-23,6.62217e-23,0.00105085,743469000.0,-0.969045,2.8329e-10,-0.969039,743469000.0,-2.17522e-10,2.8329e-10,-2.1753e-10,27194400.0
6359,-0.112313,400.0,6.85635e-05,3369870000000000.0,-4392260.0,0.00206945,-4392260.0,3369870000000000.0,0.000687686,0.00206945,0.000687686,98176800000000.0,0.000828347,9.73808e-20,-6.84212e-22,6.993909999999999e-20,0.000828347,1.62177e-21,-2.39834e-23,4.59024e-23,0.000834941,19744700000.0,-25.7353,7.14579e-09,-25.7353,19744700000.0,3.32189e-09,7.14579e-09,3.32187e-09,584343000.0
6360,-0.112313,500.0,0.000408214,1.93092e+16,-25167400.0,0.010746,-25167400.0,1.93092e+16,0.0060504,0.010746,0.0060504,570324000000000.0,0.000697781,1.0125899999999999e-20,-8.03005e-22,1.6865e-20,0.000697781,1.2589e-21,-2.5653100000000001e-23,3.6093900000000004e-23,0.000701258,146807000000.0,-191.348,5.51086e-08,-191.348,146807000000.0,3.99804e-08,5.51086e-08,3.99802e-08,3913120000.0
6361,-0.112313,600.0,0.00138803,6.39234e+16,-83317200.0,0.0323131,-83317200.0,6.39234e+16,0.0245443,0.0323131,0.0245443,1893990000000000.0,0.000610758,9.11541e-20,-7.8617e-22,1.1648399999999998e-20,0.000610758,9.65286e-22,-2.29714e-23,2.88453e-23,0.000610121,578242000000.0,-753.681,2.40871e-07,-753.677,578242000000.0,1.45094e-07,2.40871e-07,1.45093e-07,14710000000.0
6362,-0.112313,700.0,0.0034141,1.53691e+17,-200319000.0,0.0714887,-200319000.0,1.53691e+17,0.0658551,0.0714887,0.0658551,4534180000000000.0,0.000547804,5.46797e-20,-6.76567e-22,8.75289e-20,0.000547804,6.77654e-22,-1.8087400000000002e-23,2.17172e-23,0.000543779,1579380000000.0,-2058.56,7.31139e-07,-2058.57,1579380000000.0,3.00443e-07,7.31139e-07,3.00442e-07,39425400000.0
6363,-0.111996,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6364,-0.111996,200.0,9.6826e-09,478974000000.0,-624.291,5.50819e-07,-624.291,478974000000.0,-4.66637e-07,5.50819e-07,-4.66637e-07,14021800000.0,0.00147629,1.44746e-19,1.83816e-21,1.61682e-19,0.00147629,3.2106399999999998e-21,1.0028099999999999e-22,5.4623e-23,0.00143588,242078.0,-0.000315563,6.89157e-13,-0.000315568,242078.0,-2.97126e-13,6.89158e-13,-2.971e-13,6120.84
6365,-0.111996,300.0,3.21499e-06,168128000000000.0,-219136.0,0.000112135,-219136.0,168128000000000.0,2.16615e-06,0.000112135,2.16615e-06,4815600000000.0,0.00106207,-2.6865599999999997e-20,-3.96748e-22,2.3622599999999997e-21,0.00106207,2.31756e-21,-1.34271e-23,6.6341e-23,0.00106516,620435000.0,-0.808667,2.26807e-10,-0.80867,620435000.0,-1.80802e-10,2.26807e-10,-1.80806e-10,22983900.0
6366,-0.111996,400.0,6.0511e-05,2974070000000000.0,-3876380.0,0.0018262,-3876380.0,2974070000000000.0,0.000606865,0.0018262,0.000606865,86645200000000.0,0.000839099,9.54937e-20,-6.8591e-22,-2.1781699999999998e-20,0.000839099,1.6218899999999998e-21,-2.40297e-23,4.59067e-23,0.000845689,17414000000.0,-22.6974,6.25454e-09,-22.6972,17414000000.0,2.93136e-09,6.25454e-09,2.93143e-09,515280000.0
6367,-0.111996,500.0,0.000369414,1.74742e+16,-22775700.0,0.0097248,-22775700.0,1.74742e+16,0.00547462,0.0097248,0.00547462,516123000000000.0,0.000706378,5.77161e-21,-8.02792e-22,2.1387599999999998e-20,0.000706378,1.25924e-21,-2.5648e-23,3.61031e-23,0.000709858,132969000000.0,-173.311,4.96797e-08,-173.311,132969000000.0,3.62129e-08,4.96797e-08,3.62134e-08,3543480000.0
6368,-0.111996,600.0,0.00127737,5.88292e+16,-76677500.0,0.0297393,-76677500.0,5.88292e+16,0.0225829,0.0297393,0.0225829,1743040000000000.0,0.000617897,-1.8631899999999998e-20,-7.85054e-22,-8.40091e-21,0.000617897,9.65765e-22,-2.29414e-23,2.8856500000000004e-23,0.000617267,533289000000.0,-695.084,2.2017e-07,-695.085,533289000000.0,1.33649e-07,2.2017e-07,1.33649e-07,13559700000.0
6369,-0.111996,700.0,0.00318006,1.43166e+17,-186601000.0,0.0665985,-186601000.0,1.43166e+17,0.0613248,0.0665985,0.0613248,4223600000000000.0,0.000553878,-1.96288e-20,-6.74616e-22,-5.884069999999999e-20,0.000553878,6.78814e-22,-1.80376e-23,2.17429e-23,0.000549869,1478060000000.0,-1926.49,6.74535e-07,-1926.49,1478060000000.0,2.78861e-07,6.74535e-07,2.78864e-07,36856900000.0
6370,-0.11168,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6371,-0.11168,200.0,7.31935e-09,348726000000.0,-454.526,3.85903e-07,-454.526,348726000000.0,-3.33999e-07,3.85903e-07,-3.33999e-07,10483400000.0,0.00149114,-7.325989999999999e-20,1.76701e-21,-4.9541e-20,0.00149114,3.4008899999999996e-21,9.673350000000001e-23,6.44895e-23,0.00145173,140765.0,-0.000183457,4.87489e-13,-0.000183462,140765.0,-8.1391e-14,4.87489e-13,-8.138e-14,3074.88
6372,-0.11168,300.0,2.7213e-06,142244000000000.0,-185400.0,9.49923e-05,-185400.0,142244000000000.0,1.72535e-06,9.49923e-05,1.72535e-06,4073750000000.0,0.00107613,6.68218e-21,-3.81754e-22,-1.56915e-19,0.00107613,2.3055799999999997e-21,-1.29589e-23,6.59931e-23,0.00107916,518673000.0,-0.676035,1.96916e-10,-0.67602,518673000.0,-1.59837e-10,1.96916e-10,-1.5984e-10,19232600.0
6373,-0.11168,400.0,5.3404e-05,2624750000000000.0,-3421070.0,0.00161166,-3421070.0,2624750000000000.0,0.000535635,0.00161166,0.000535635,76468600000000.0,0.000849852,4.3078399999999994e-20,-6.86349e-22,-4.2222799999999996e-21,0.000849852,1.6228499999999998e-21,-2.4044800000000002e-23,4.59338e-23,0.000856446,15358800000.0,-20.0187,5.50339e-09,-20.0186,15358800000.0,2.60567e-09,5.50339e-09,2.60579e-09,454577000.0
6374,-0.11168,500.0,0.000334298,1.58134e+16,-20611100.0,0.00880038,-20611100.0,1.58134e+16,0.00495351,0.00880038,0.00495351,467068000000000.0,0.000714976,1.14339e-19,-8.02713e-22,5.73112e-20,0.000714976,1.25917e-21,-2.5646e-23,3.6101e-23,0.000718456,120405000000.0,-156.936,4.4667e-08,-156.936,120405000000.0,3.27827e-08,4.4667e-08,3.27827e-08,3208800000.0
6375,-0.11168,600.0,0.0011755,5.414e+16,-70565700.0,0.0273696,-70565700.0,5.414e+16,0.0207785,0.0273696,0.0207785,1604090000000000.0,0.000625035,8.7212e-20,-7.83731e-22,4.65722e-20,0.000625035,9.65969e-22,-2.29057e-23,2.88594e-23,0.000624411,492057000000.0,-641.346,2.00894e-07,-641.345,492057000000.0,1.23674e-07,2.00894e-07,1.23674e-07,12504900000.0
6376,-0.11168,700.0,0.00296198,1.33358e+17,-173818000.0,0.0620398,-173818000.0,1.33358e+17,0.057106,0.0620398,0.057106,3934180000000000.0,0.000559947,-5.517649999999999e-20,-6.72309e-22,-4.3762299999999994e-20,0.000559947,6.799799999999999e-22,-1.79784e-23,2.1767800000000002e-23,0.000555959,1384120000000.0,-1804.05,6.21419e-07,-1804.05,1384120000000.0,2.59566e-07,6.21419e-07,2.59564e-07,34470800000.0
6377,-0.111363,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6378,-0.111363,200.0,5.56828e-09,246718000000.0,-321.57,1.73946e-07,-321.57,246718000000.0,-3.17782e-07,1.73946e-07,-3.17782e-07,8098200000.0,0.0015045,4.1810799999999994e-20,6.91355e-22,2.5909899999999997e-20,0.0015045,2.5323399999999997e-21,4.54232e-23,4.15947e-23,0.00147226,73720.3,-9.60925e-05,1.52089e-13,-9.60902e-05,73720.3,-1.54348e-13,1.52089e-13,-1.54343e-13,2199.24
6379,-0.111363,300.0,2.30346e-06,120327000000000.0,-156833.0,8.03422e-05,-156833.0,120327000000000.0,1.19436e-06,8.03422e-05,1.19436e-06,3447850000000.0,0.00109012,-2.90575e-20,-3.8376999999999997e-22,-7.95778e-21,0.00109012,2.26738e-21,-1.3197800000000001e-23,6.4937e-23,0.00109341,432386000.0,-0.563566,1.6104e-10,-0.563568,432386000.0,-1.54278e-10,1.6104e-10,-1.54275e-10,16226900.0
6380,-0.111363,400.0,4.71315e-05,2316410000000000.0,-3019190.0,0.00142215,-3019190.0,2316410000000000.0,0.000472923,0.00142215,0.000472923,67486700000000.0,0.000860595,-7.714729999999999e-20,-6.88418e-22,-1.4505e-19,0.000860595,1.62555e-21,-2.41105e-23,4.60108e-23,0.000867198,13539100000.0,-17.6467,4.80603e-09,-17.6466,13539100000.0,2.34928e-09,4.80603e-09,2.34932e-09,400921000.0
6381,-0.111363,500.0,0.000302518,1.43103e+16,-18652000.0,0.00796395,-18652000.0,1.43103e+16,0.00448235,0.00796395,0.00448235,422671000000000.0,0.000723573,5.33258e-20,-8.020699999999999e-22,-1.0252499999999999e-20,0.000723573,1.25973e-21,-2.56256e-23,3.61182e-23,0.000727051,109048000000.0,-142.133,4.02065e-08,-142.132,109048000000.0,2.98105e-08,4.02065e-08,2.98106e-08,2905690000.0
6382,-0.111363,600.0,0.00108175,4.98238e+16,-64940000.0,0.0251881,-64940000.0,4.98238e+16,0.019118,0.0251881,0.019118,1476190000000000.0,0.00063217,6.06742e-20,-7.82258e-22,2.5469799999999998e-20,0.00063217,9.66372e-22,-2.2865500000000002e-23,2.88682e-23,0.000631554,454195000000.0,-591.997,1.83191e-07,-591.996,454195000000.0,1.1407e-07,1.83191e-07,1.1407e-07,11537300000.0
6383,-0.111363,700.0,0.00275878,1.24219e+17,-161907000.0,0.0577903,-161907000.0,1.24219e+17,0.0531769,0.0577903,0.0531769,3664510000000000.0,0.000566012,8.348919999999999e-20,-6.6965e-22,5.696889999999999e-20,0.000566012,6.811929999999999e-22,-1.79099e-23,2.17931e-23,0.000562046,1297180000000.0,-1690.75,5.71338e-07,-1690.75,1297180000000.0,2.41602e-07,5.71338e-07,2.416e-07,32258300000.0
6384,-0.111046,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6385,-0.111046,200.0,4.22023e-09,181738000000.0,-236.875,1.59639e-07,-236.875,181738000000.0,-2.38161e-07,1.59639e-07,-2.38161e-07,6230300000.0,0.00152216,1.65974e-19,1.06128e-21,1.06013e-20,0.00152216,2.5169599999999997e-21,6.23832e-23,4.74965e-23,0.00149256,47350.3,-6.17343e-05,1.61323e-13,-6.17171e-05,47350.3,-9.68015e-14,1.61323e-13,-9.67985e-14,1557.24
6386,-0.111046,300.0,1.94971e-06,101800000000000.0,-132685.0,6.79334e-05,-132685.0,101800000000000.0,9.64235e-07,6.79334e-05,9.64235e-07,2918250000000.0,0.00110418,2.25378e-20,-3.9029e-22,-2.06638e-19,0.00110418,2.2600399999999998e-21,-1.35298e-23,6.475410000000001e-23,0.00110769,361659000.0,-0.471385,1.30535e-10,-0.47137,361659000.0,-1.33193e-10,1.30535e-10,-1.33194e-10,13702500.0
6387,-0.111046,400.0,4.15954e-05,2044260000000000.0,-2664470.0,0.00125508,-2664470.0,2044260000000000.0,0.000417434,0.00125508,0.000417434,59559600000000.0,0.000871324,7.9093e-20,-6.88197e-22,7.89666e-22,0.000871324,1.62684e-21,-2.41191e-23,4.6045e-23,0.000877951,11927100000.0,-15.5458,4.23113e-09,-15.5457,11927100000.0,2.09147e-09,4.23113e-09,2.09147e-09,353609000.0
6388,-0.111046,500.0,0.000273757,1.295e+16,-16878900.0,0.00720687,-16878900.0,1.295e+16,0.00405571,0.00720687,0.00405571,382492000000000.0,0.000732169,3.5546499999999994e-20,-8.01412e-22,2.7296e-20,0.000732169,1.25955e-21,-2.5606900000000003e-23,3.61124e-23,0.000735648,98782500000.0,-128.753,3.61297e-08,-128.753,98782500000.0,2.70012e-08,3.61297e-08,2.70013e-08,2632330000.0
6389,-0.111046,600.0,0.000995452,4.58511e+16,-59761900.0,0.0231797,-59761900.0,4.58511e+16,0.0175904,0.0231797,0.0175904,1358470000000000.0,0.000639303,9.979379999999999e-20,-7.80474e-22,8.82848e-21,0.000639303,9.66857e-22,-2.2817300000000002e-23,2.88784e-23,0.000638696,419463000000.0,-546.728,1.66653e-07,-546.725,419463000000.0,1.05284e-07,1.66653e-07,1.05284e-07,10646900000.0
6390,-0.111046,700.0,0.00256947,1.15704e+17,-150808000.0,0.0538296,-150808000.0,1.15704e+17,0.0495178,0.0538296,0.0495178,3413250000000000.0,0.00057207,2.76236e-20,-6.66528e-22,1.2341299999999998e-20,0.00057207,6.8247e-22,-1.78291e-23,2.1819100000000002e-23,0.000568129,1216850000000.0,-1586.04,5.24597e-07,-1586.04,1216850000000.0,2.24966e-07,5.24597e-07,2.24967e-07,30208500000.0
6391,-0.11073,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6392,-0.11073,200.0,2.95945e-09,113956000000.0,-148.53,-8.6298e-10,-148.53,113956000000.0,-1.47053e-07,-8.6298e-10,-1.47053e-07,4580950000.0,0.00153161,2.60734e-19,-2.42495e-22,8.306859999999999e-20,0.00153161,2.69711e-21,-9.91643e-24,7.97396e-23,0.00150938,19794.7,-2.58184e-05,2.24704e-14,-2.5806e-05,19794.7,-9.57346e-15,2.24704e-14,-9.57349e-15,848.939
6393,-0.11073,300.0,1.65019e-06,86113200000000.0,-112239.0,5.78903e-05,-112239.0,86113200000000.0,8.13286e-07,5.78903e-05,8.13286e-07,2468050000000.0,0.00111819,1.4786900000000001e-19,-3.08782e-22,1.21881e-19,0.00111819,2.2617599999999998e-21,-1.11441e-23,6.47909e-23,0.0011216,301822000.0,-0.393401,1.35994e-10,-0.393399,301822000.0,-1.11602e-10,1.35994e-10,-1.11602e-10,11442700.0
6394,-0.11073,400.0,3.67098e-05,1804130000000000.0,-2351490.0,0.00110753,-2351490.0,1804130000000000.0,0.000368238,0.00110753,0.000368238,52563700000000.0,0.000882078,6.99999e-20,-6.89953e-22,6.720029999999999e-20,0.000882078,1.62495e-21,-2.4170999999999998e-23,4.5990500000000005e-23,0.000888707,10519900000.0,-13.7117,3.70394e-09,-13.7117,10519900000.0,1.81632e-09,3.70394e-09,1.81628e-09,311929000.0
6395,-0.11073,500.0,0.000247729,1.17189e+16,-15274300.0,0.00652177,-15274300.0,1.17189e+16,0.00366965,0.00652177,0.00366965,346129000000000.0,0.000740763,1.23805e-19,-8.00375e-22,5.412109999999999e-20,0.000740763,1.25925e-21,-2.55756e-23,3.61039e-23,0.000744241,89503800000.0,-116.66,3.24498e-08,-116.659,89503800000.0,2.44577e-08,3.24498e-08,2.44576e-08,2384840000.0
6396,-0.11073,600.0,0.000916028,4.21945e+16,-54996000.0,0.0213307,-54996000.0,4.21945e+16,0.0161848,0.0213307,0.0161848,1250120000000000.0,0.00064643,6.853119999999999e-20,-7.783049999999999e-22,3.4659899999999996e-20,0.00064643,9.67453e-22,-2.2756800000000002e-23,2.8892700000000004e-23,0.000645832,387655000000.0,-505.269,1.51044e-07,-505.267,387655000000.0,9.7137e-08,1.51044e-07,9.71369e-08,9835350000.0
6397,-0.11073,700.0,0.00239309,1.07771e+17,-140468000.0,0.0501378,-140468000.0,1.07771e+17,0.0461102,0.0501378,0.0461102,3179160000000000.0,0.00057812,-3.37042e-20,-6.62915e-22,-1.00716e-19,0.00057812,6.83924e-22,-1.77354e-23,2.1849e-23,0.000574208,1142650000000.0,-1489.32,4.80068e-07,-1489.32,1142650000000.0,2.09243e-07,4.80068e-07,2.09242e-07,28311500000.0
6398,-0.110413,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6399,-0.110413,200.0,2.11449e-09,76811400000.0,-100.115,-1.11906e-08,-100.115,76811400000.0,-1.72786e-07,-1.11906e-08,-1.72786e-07,3353660000.0,0.00154685,2.60437e-19,-4.05947e-22,-1.42035e-20,0.00154685,1.8421e-21,-2.0628900000000002e-23,3.55757e-23,0.00152691,10894.5,-1.42122e-05,9.13293e-15,-1.41992e-05,10894.5,-2.7761e-14,9.13293e-15,-2.77586e-14,481.919
6400,-0.110413,300.0,1.39685e-06,72868700000000.0,-94976.5,4.90393e-05,-94976.5,72868700000000.0,7.31645e-07,4.90393e-05,7.31645e-07,2089170000000.0,0.00113236,-2.8292599999999995e-20,-2.9715e-22,-5.9432799999999994e-21,0.00113236,2.2714999999999997e-21,-1.09227e-23,6.50888e-23,0.00113593,253644000.0,-0.330596,1.17175e-10,-0.330597,253644000.0,-9.14377e-11,1.17175e-10,-9.1437e-11,9679240.0
6401,-0.110413,400.0,3.23979e-05,1592160000000000.0,-2075200.0,0.000977118,-2075200.0,1592160000000000.0,0.000324683,0.000977118,0.000324683,46388400000000.0,0.00089281,1.07706e-19,-6.94252e-22,1.6889099999999998e-20,0.00089281,1.6208999999999999e-21,-2.4300800000000002e-23,4.58724e-23,0.000899447,9268610000.0,-12.0808,3.20331e-09,-12.0807,9268610000.0,1.54811e-09,3.20331e-09,1.54806e-09,274956000.0
6402,-0.110413,500.0,0.000224175,1.06048e+16,-13822200.0,0.00590165,-13822200.0,1.06048e+16,0.00332048,0.00590165,0.00332048,313221000000000.0,0.000749354,3.9492499999999995e-20,-7.99289e-22,2.1726699999999997e-20,0.000749354,1.25927e-21,-2.5543100000000002e-23,3.6104600000000003e-23,0.000752831,81114700000.0,-105.725,2.90687e-08,-105.724,81114700000.0,2.22145e-08,2.90687e-08,2.22143e-08,2161100000.0
6403,-0.110413,600.0,0.000842931,3.88292e+16,-50609700.0,0.0196289,-50609700.0,3.88292e+16,0.0148915,0.0196289,0.0148915,1150400000000000.0,0.000653553,1.01857e-19,-7.75726e-22,1.9072299999999998e-20,0.000653553,9.68004e-22,-2.2686e-23,2.89043e-23,0.000652967,358521000000.0,-467.296,1.36772e-07,-467.294,358521000000.0,8.96178e-08,1.36772e-07,8.96163e-08,9088390000.0
6404,-0.110413,700.0,0.00222877,1.0038e+17,-130835000.0,0.046697,-130835000.0,1.0038e+17,0.0429368,0.046697,0.0429368,2961060000000000.0,0.000584161,-1.15374e-20,-6.58788e-22,-1.8063599999999998e-20,0.000584161,6.85483e-22,-1.7628100000000002e-23,2.18805e-23,0.000580281,1074180000000.0,-1400.08,4.38055e-07,-1400.08,1074180000000.0,1.94686e-07,4.38055e-07,1.94686e-07,26557100000.0
6405,-0.110097,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6406,-0.110097,200.0,1.33516e-09,37328400000.0,-48.6536,-1.33916e-08,-48.6536,37328400000.0,-1.13279e-07,-1.33916e-08,-1.13279e-07,2302140000.0,0.00155318,1.88254e-19,-6.00325e-22,1.72918e-19,0.00155318,1.5751899999999999e-21,-4.09021e-23,6.43383e-23,0.00154237,3892.93,-5.07839e-06,-3.03423e-17,-5.07804e-06,3892.93,-2.95385e-15,-3.0338e-17,-2.95406e-15,231.826
6407,-0.110097,300.0,1.18221e-06,61617500000000.0,-80311.7,4.15266e-05,-80311.7,61617500000000.0,4.04963e-07,4.15266e-05,4.04963e-07,1767540000000.0,0.00114622,1.0888000000000002e-19,-2.82346e-22,1.76597e-19,0.00114622,2.21873e-21,-1.0668e-23,6.362080000000001e-23,0.00115003,210618000.0,-0.274523,9.98372e-11,-0.274526,210618000.0,-8.92617e-11,9.98372e-11,-8.92678e-11,8133730.0
6408,-0.110097,400.0,2.85921e-05,1405060000000000.0,-1831340.0,0.000862265,-1831340.0,1405060000000000.0,0.000286671,0.000862265,0.000286671,40938500000000.0,0.000903528,1.57853e-19,-6.947799999999999e-22,7.923249999999999e-20,0.000903528,1.62359e-21,-2.43314e-23,4.59468e-23,0.000910189,8160960000.0,-10.6371,2.80885e-09,-10.637,8160960000.0,1.39341e-09,2.80885e-09,1.39336e-09,242386000.0
6409,-0.110097,500.0,0.000202859,9596540000000000.0,-12508100.0,0.00534048,-12508100.0,9596540000000000.0,0.00300463,0.00534048,0.00300463,283442000000000.0,0.000757945,-5.3083e-20,-7.97869e-22,-4.3811799999999993e-20,0.000757945,1.2594399999999999e-21,-2.5501600000000002e-23,3.61093e-23,0.000761423,73551500000.0,-95.8661,2.59992e-08,-95.8662,73551500000.0,2.02193e-08,2.59992e-08,2.02195e-08,1959610000.0
6410,-0.110097,600.0,0.000775658,3.57319e+16,-46572700.0,0.0180622,-46572700.0,3.57319e+16,0.0137015,0.0180622,0.0137015,1058630000000000.0,0.00066067,5.651379999999999e-20,-7.72786e-22,2.22251e-20,0.00066067,9.68514e-22,-2.26061e-23,2.89134e-23,0.000660098,331851000000.0,-432.534,1.23362e-07,-432.533,331851000000.0,8.27893e-08,1.23362e-07,8.2789e-08,8402940000.0
6411,-0.110097,700.0,0.00207569,9.34952e+16,-121861000.0,0.0434903,-121861000.0,9.34952e+16,0.0399815,0.0434903,0.0399815,2757890000000000.0,0.000590192,-1.82024e-22,-6.5398e-22,-2.7244899999999995e-20,0.000590192,6.87225e-22,-1.7502500000000002e-23,2.19156e-23,0.000586347,1011130000000.0,-1317.9,3.98297e-07,-1317.89,1011130000000.0,1.81103e-07,3.98297e-07,1.81106e-07,24936400000.0
6412,-0.10978,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6413,-0.10978,200.0,7.65052e-10,14155100000.0,-18.4497,7.92094e-09,-18.4497,14155100000.0,-1.19249e-07,7.92094e-09,-1.19249e-07,1316340000.0,0.00155478,1.63124e-19,-4.34193e-22,6.77145e-20,0.00155478,-1.05432e-22,-3.9456800000000004e-23,-2.36619e-23,0.00155314,840.648,-1.09713e-06,-1.75742e-15,-1.09629e-06,840.648,-2.30483e-15,-1.75742e-15,-2.30462e-15,65.8374
6414,-0.10978,300.0,1.00053e-06,52096200000000.0,-67901.7,3.50997e-05,-67901.7,52096200000000.0,3.07556e-07,3.50997e-05,3.07556e-07,1493190000000.0,0.00116004,7.27442e-20,-2.85874e-22,4.8055699999999996e-20,0.00116004,2.2132299999999997e-21,-1.05272e-23,6.34154e-23,0.0011635,174627000.0,-0.22761,8.12947e-11,-0.227609,174627000.0,-7.61086e-11,8.12947e-11,-7.6109e-11,6714120.0
6415,-0.10978,400.0,2.52335e-05,1239950000000000.0,-1616150.0,0.000760946,-1616150.0,1239950000000000.0,0.000253131,0.000760946,0.000253131,36129200000000.0,0.000914253,-6.838949999999999e-20,-6.94775e-22,-1.0033000000000001e-19,0.000914253,1.6265799999999998e-21,-2.43457e-23,4.60302e-23,0.000920937,7188620000.0,-9.36953,2.47004e-09,-9.36951,7188620000.0,1.25662e-09,2.47004e-09,1.25652e-09,213738000.0
