quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
1502,-0.332009,500.0,13.8408,1.14472e+20,-149202000000.0,-3.49568,-149202000000.0,1.14472e+20,-12.0101,-3.49568,-12.0101,4.8301e+17,-7.21423e-06,-1.0536e-21,-1.04568e-21,-8.1467e-22,-7.21423e-06,-8.27883e-22,-5.547160000000001e-24,-7.39264e-24,-4.43811e-05,1443950000000000.0,-1882030.0,-0.000207096,-1882030.0,1443950000000000.0,9.13213e-05,-0.000207096,9.13213e-05,4515870000000.0
1503,-0.332009,600.0,13.8319,1.15119e+20,-150045000000.0,-5.33067,-150045000000.0,1.15119e+20,-8.74955,-5.33067,-8.74955,4.72454e+17,-9.36027e-06,6.21398e-22,-1.4792e-21,5.16929e-22,-9.36027e-06,-7.31772e-22,-7.53305e-24,-5.403430000000001e-24,-4.09397e-05,1737200000000000.0,-2264260.0,-0.000280652,-2264260.0,1737200000000000.0,0.000133232,-0.000280652,0.000133232,5198900000000.0
1504,-0.332009,700.0,13.8247,1.15624e+20,-150703000000.0,-6.97783,-150703000000.0,1.15624e+20,-6.18862,-6.97783,-6.18862,4.61727e+17,-1.13209e-05,-1.48048e-21,-2.03584e-21,-1.25924e-21,-1.13209e-05,-4.93458e-22,-9.704750000000001e-24,-3.36732e-24,-3.74169e-05,2032470000000000.0,-2649110.0,-0.000336596,-2649110.0,2032470000000000.0,0.000178122,-0.000336596,0.000178122,5914940000000.0
1505,-0.331692,100.0,13.8782,1.16962e+20,-152448000000.0,3.44019,-152448000000.0,1.16962e+20,-27.4824,3.44019,-27.4824,3.85499e+17,1.92597e-05,1.17016e-24,-2.4175899999999998e-21,-4.8291e-22,1.92597e-05,-2.40955e-21,-5.970350000000001e-24,-6.00861e-21,-4.86666e-05,249288000000000.0,-324920.0,-7.72522e-07,-324920.0,249288000000000.0,-2.9045e-05,-7.7253e-07,-0.00208748,1328040000000.0
1506,-0.331692,200.0,13.8584,1.11452e+20,-145266000000.0,1.37343,-145266000000.0,1.11452e+20,-22.1864,1.37343,-22.1864,4.83369e+17,-1.8414e-09,-8.68344e-23,-1.28597e-21,-8.6699e-23,-1.8414e-09,1.26903e-21,-5.014360000000001e-24,-3.5896400000000006e-24,-4.56822e-05,555685000000000.0,-724275.0,-1.52255e-05,-724275.0,555685000000000.0,-8.19684e-05,-1.52255e-05,-8.19684e-05,2514550000000.0
1507,-0.331692,300.0,13.8414,1.12369e+20,-146461000000.0,0.102497,-146461000000.0,1.12369e+20,-20.1997,0.102497,-20.1997,5.05224e+17,-3.50955e-06,-2.88623e-22,-9.4424e-22,-2.4449399999999997e-22,-3.50955e-06,3.8097300000000003e-23,-4.2060800000000004e-24,-7.577450000000001e-24,-4.66151e-05,864960000000000.0,-1127380.0,-5.49634e-05,-1127380.0,864960000000000.0,-1.49538e-05,-5.49634e-05,-1.49538e-05,3280350000000.0
1508,-0.331692,400.0,13.8283,1.13771e+20,-148289000000.0,-1.46489,-148289000000.0,1.13771e+20,-15.96,-1.46489,-15.96,5.03106e+17,-5.4258e-06,-4.02974e-22,-7.19317e-22,-1.4426599999999999e-22,-5.4258e-06,-9.20305e-22,-3.6949600000000006e-24,-9.67069e-24,-4.5353e-05,1157830000000000.0,-1509110.0,-0.000124418,-1509110.0,1157830000000000.0,4.55468e-05,-0.000124418,4.55468e-05,3880710000000.0
1509,-0.331692,500.0,13.818,1.14741e+20,-149553000000.0,-3.33373,-149553000000.0,1.14741e+20,-11.8658,-3.33373,-11.8658,4.92518e+17,-7.48841e-06,-1.68838e-22,-8.60284e-22,-3.32077e-22,-7.48841e-06,-1.13754e-21,-4.71165e-24,-8.50953e-24,-4.25583e-05,1449150000000000.0,-1888810.0,-0.000202024,-1888810.0,1449150000000000.0,8.75003e-05,-0.000202024,8.75003e-05,4501620000000.0
1510,-0.331692,600.0,13.8096,1.15416e+20,-150433000000.0,-5.17808,-150433000000.0,1.15416e+20,-8.60675,-5.17808,-8.60675,4.79826e+17,-9.54948e-06,7.54311e-22,-1.29735e-21,7.72632e-22,-9.54948e-06,-9.78779e-22,-6.726070000000001e-24,-6.2839900000000005e-24,-3.92509e-05,1743130000000000.0,-2271990.0,-0.000272444,-2271990.0,1743130000000000.0,0.00012718,-0.000272444,0.00012718,5175620000000.0
1511,-0.331692,700.0,13.8027,1.15942e+20,-151117000000.0,-6.80548,-151117000000.0,1.15942e+20,-6.08407,-6.80548,-6.08407,4.67508e+17,-1.14643e-05,4.6570699999999995e-22,-1.8705e-21,3.21058e-22,-1.14643e-05,-6.9413e-22,-8.978430000000001e-24,-4.08277e-24,-3.593e-05,2038750000000000.0,-2657290.0,-0.000326933,-2657290.0,2038750000000000.0,0.000171383,-0.000326933,0.000171383,5885920000000.0
1512,-0.331376,100.0,13.8554,1.10375e+20,-143862000000.0,5.74145,-143862000000.0,1.10375e+20,-21.4998,5.74145,-21.4998,4.31505e+17,2.22085e-05,-1.21356e-21,-2.16966e-21,-2.0456999999999997e-21,2.22085e-05,-3.88348e-21,-4.23346e-24,-3.10924e-23,-5.94699e-05,267216000000000.0,-348288.0,-7.00888e-06,-348288.0,267216000000000.0,-5.73297e-05,-7.00888e-06,-5.73297e-05,1272970000000.0
1513,-0.331376,200.0,13.8336,1.11069e+20,-144766000000.0,1.97004,-144766000000.0,1.11069e+20,-22.674,1.97004,-22.674,5.07051e+17,-6.82333e-08,2.2903900000000002e-23,-1.07462e-21,2.5105300000000002e-23,-6.82333e-08,1.2234e-21,-4.0753400000000004e-24,-3.9737200000000005e-24,-4.68923e-05,563322000000000.0,-734230.0,-1.48274e-05,-734230.0,563322000000000.0,-8.18422e-05,-1.48274e-05,-8.18422e-05,2503310000000.0
1514,-0.331376,300.0,13.817,1.12588e+20,-146747000000.0,0.480239,-146747000000.0,1.12588e+20,-20.4803,0.480239,-20.4803,5.21601e+17,-4.11489e-06,5.45961e-22,-7.93933e-22,3.98259e-22,-4.11489e-06,-3.1060999999999998e-22,-3.5018500000000004e-24,-8.957400000000001e-24,-4.54465e-05,867739000000000.0,-1131000.0,-5.6416e-05,-1131000.0,867739000000000.0,-8.36168e-06,-5.6416e-05,-8.36168e-06,3283910000000.0
1515,-0.331376,400.0,13.8046,1.14039e+20,-148637000000.0,-1.26164,-148637000000.0,1.14039e+20,-15.8403,-1.26164,-15.8403,5.1539e+17,-5.86395e-06,-4.19168e-22,-5.47241e-22,-2.5092e-22,-5.86395e-06,-1.28852e-21,-2.8892700000000004e-24,-1.1047e-23,-4.34701e-05,1161430000000000.0,-1513800.0,-0.00012347,-1513800.0,1161430000000000.0,4.60657e-05,-0.00012347,4.60657e-05,3876610000000.0
1516,-0.331376,500.0,13.7949,1.15029e+20,-149928000000.0,-3.20503,-149928000000.0,1.15029e+20,-11.642,-3.20503,-11.642,5.01851e+17,-7.7704e-06,1.10384e-21,-6.79625e-22,1.00478e-21,-7.7704e-06,-1.43715e-21,-3.87995e-24,-9.593230000000001e-24,-4.06054e-05,1454060000000000.0,-1895210.0,-0.000196989,-1895210.0,1454060000000000.0,8.31305e-05,-0.000196989,8.31305e-05,4488350000000.0
1517,-0.331376,600.0,13.7871,1.15726e+20,-150836000000.0,-5.05424,-150836000000.0,1.15726e+20,-8.40867,-5.05424,-8.40867,4.87007e+17,-9.74495e-06,-4.4032099999999995e-22,-1.12311e-21,6.12037e-22,-9.74495e-06,-1.2141799999999999e-21,-5.9370300000000006e-24,-7.12382e-24,-3.74657e-05,1748890000000000.0,-2279490.0,-0.000264114,-2279490.0,1748890000000000.0,0.00012062,-0.000264114,0.00012062,5154700000000.0
1518,-0.331376,700.0,13.7806,1.16267e+20,-151542000000.0,-6.65625,-151542000000.0,1.16267e+20,-5.94189,-6.65625,-5.94189,4.73121e+17,-1.16114e-05,-8.95448e-22,-1.71288e-21,-1.6780899999999998e-21,-1.16114e-05,-8.84791e-22,-8.273e-24,-4.763470000000001e-24,-3.43686e-05,2044910000000000.0,-2665320.0,-0.000317006,-2665320.0,2044910000000000.0,0.000164258,-0.000317006,0.000164258,5859700000000.0
1519,-0.331059,100.0,13.8306,1.04325e+20,-135976000000.0,7.95721,-135976000000.0,1.04325e+20,-14.2298,7.95721,-14.2298,4.91765e+17,1.95522e-05,2.46428e-22,-1.29593e-21,-1.6483099999999999e-21,1.95522e-05,-3.22782e-21,8.14221e-26,-2.62851e-23,-6.16055e-05,284835000000000.0,-371252.0,-1.38778e-05,-371252.0,284835000000000.0,-9.11704e-05,-1.38778e-05,-9.11704e-05,1217590000000.0
1520,-0.331059,200.0,13.8078,1.10699e+20,-144284000000.0,2.43311,-144284000000.0,1.10699e+20,-23.2872,2.43311,-23.2872,5.33076e+17,-7.98097e-07,1.24091e-22,-8.64792e-22,2.7276e-22,-7.98097e-07,1.21382e-21,-3.1558100000000002e-24,-3.80847e-24,-4.66881e-05,571624000000000.0,-745050.0,-1.34038e-05,-745050.0,571624000000000.0,-7.91006e-05,-1.34038e-05,-7.91006e-05,2484850000000.0
1521,-0.331059,300.0,13.7921,1.12858e+20,-147098000000.0,0.818949,-147098000000.0,1.12858e+20,-20.6834,0.818949,-20.6834,5.38341e+17,-4.76403e-06,-1.05937e-22,-6.3499599999999995e-22,-2.98428e-22,-4.76403e-06,-6.87616e-22,-2.7451000000000002e-24,-1.0449700000000001e-23,-4.38853e-05,870337000000000.0,-1134390.0,-5.79801e-05,-1134390.0,870337000000000.0,-8.58137e-07,-5.79801e-05,-8.58137e-07,3282700000000.0
1522,-0.331059,400.0,13.7806,1.14341e+20,-149031000000.0,-1.09658,-149031000000.0,1.14341e+20,-15.6115,-1.09658,-15.6115,5.27554e+17,-6.30241e-06,-7.98743e-22,-3.73285e-22,-4.6523799999999995e-22,-6.30241e-06,-1.65649e-21,-2.05884e-24,-1.24341e-23,-4.13943e-05,1164650000000000.0,-1518000.0,-0.000122644,-1518000.0,1164650000000000.0,4.62381e-05,-0.000122644,4.62381e-05,3871120000000.0
1523,-0.331059,500.0,13.7717,1.15337e+20,-150329000000.0,-3.11146,-150329000000.0,1.15337e+20,-11.3357,-3.11146,-11.3357,5.10951e+17,-8.05574e-06,4.93486e-22,-5.03713e-22,7.29961e-22,-8.05574e-06,-1.72512e-21,-3.0535400000000002e-24,-1.0637300000000001e-23,-3.85281e-05,1458700000000000.0,-1901260.0,-0.000191952,-1901260.0,1458700000000000.0,7.81611e-05,-0.000191952,7.81611e-05,4476340000000.0
1524,-0.331059,600.0,13.7644,1.16047e+20,-151255000000.0,-4.95954,-151255000000.0,1.16047e+20,-8.1554,-4.95954,-8.1554,4.93959e+17,-9.9445e-06,-1.15951e-21,-9.56534e-22,-6.21523e-22,-9.9445e-06,-1.4368299999999999e-21,-5.16758e-24,-7.91827e-24,-3.55907e-05,1754470000000000.0,-2286760.0,-0.000255648,-2286760.0,1754470000000000.0,0.000113562,-0.000255648,0.000113562,5136360000000.0
1525,-0.331059,700.0,13.7584,1.166e+20,-151976000000.0,-6.52994,-151976000000.0,1.166e+20,-5.76282,-6.52994,-5.76282,4.78542e+17,-1.17611e-05,-3.2926e-22,-1.56316e-21,-2.25342e-22,-1.17611e-05,-1.06474e-21,-7.59017e-24,-5.40659e-24,-3.27384e-05,2050960000000000.0,-2673200.0,-0.000306826,-2673200.0,2050960000000000.0,0.000156779,-0.000306826,0.000156779,5836450000000.0
1526,-0.330743,100.0,13.8032,1.00214e+20,-130618000000.0,9.08658,-130618000000.0,1.00214e+20,-9.19023,9.08658,-9.19023,5.5975e+17,1.21647e-05,2.5695e-22,1.55281e-22,1.89019e-22,1.21647e-05,-8.5694e-22,7.15756e-24,-1.11485e-23,-5.72089e-05,296939000000000.0,-387028.0,-1.66161e-05,-387028.0,296939000000000.0,-0.000114164,-1.66161e-05,-0.000114164,1185190000000.0
1527,-0.330743,200.0,13.7811,1.10489e+20,-144010000000.0,2.76441,-144010000000.0,1.10489e+20,-24.1541,2.76441,-24.1541,5.60373e+17,-2.15392e-06,1.6187999999999998e-22,-6.81722e-22,1.99262e-22,-2.15392e-06,1.19979e-21,-2.3828300000000002e-24,-3.3052100000000003e-24,-4.51081e-05,579109000000000.0,-754806.0,-1.11795e-05,-754806.0,579109000000000.0,-7.21167e-05,-1.11795e-05,-7.21167e-05,2468750000000.0
1528,-0.330743,300.0,13.7667,1.1319e+20,-147531000000.0,1.11371,-147531000000.0,1.1319e+20,-20.7862,1.11371,-20.7862,5.55202e+17,-5.44791e-06,1.03801e-22,-4.69435e-22,-3.9853399999999997e-22,-5.44791e-06,-1.09768e-21,-1.94363e-24,-1.20841e-23,-4.19318e-05,872539000000000.0,-1137260.0,-5.96954e-05,-1137260.0,872539000000000.0,7.39075e-06,-5.96954e-05,7.39075e-06,3278770000000.0
1529,-0.330743,400.0,13.7563,1.14678e+20,-149471000000.0,-0.97425,-149471000000.0,1.14678e+20,-15.2621,-0.97425,-15.2621,5.39492e+17,-6.73329e-06,8.18894e-25,-1.9778299999999999e-22,-3.1113200000000004e-23,-6.73329e-06,-2.0225699999999998e-21,-1.2056700000000002e-24,-1.38264e-23,-3.91288e-05,1167490000000000.0,-1521700.0,-0.000121887,-1521700.0,1167490000000000.0,4.58828e-05,-0.000121887,4.58828e-05,3864860000000.0
1530,-0.330743,500.0,13.7483,1.15665e+20,-150757000000.0,-3.05485,-150757000000.0,1.15665e+20,-10.9447,-3.05485,-10.9447,5.19756e+17,-8.34015e-06,-1.1925499999999999e-21,-3.32675e-22,-3.38916e-22,-8.34015e-06,-1.99964e-21,-2.2342500000000003e-24,-1.16345e-23,-3.63331e-05,1463070000000000.0,-1906950.0,-0.000186869,-1906950.0,1463070000000000.0,7.25427e-05,-0.000186869,7.25427e-05,4465930000000.0
1531,-0.330743,600.0,13.7417,1.1638e+20,-151689000000.0,-4.8943,-151689000000.0,1.1638e+20,-7.84754,-4.8943,-7.84754,5.00646e+17,-1.0146e-05,-9.29371e-22,-7.97753e-22,-1.5401999999999999e-21,-1.0146e-05,-1.64558e-21,-4.41952e-24,-8.66271e-24,-3.36328e-05,1759870000000000.0,-2293800.0,-0.00024703,-2293800.0,1759870000000000.0,0.000106023,-0.00024703,0.000106023,5120790000000.0
1532,-0.330743,700.0,13.7361,1.16942e+20,-152421000000.0,-6.42625,-152421000000.0,1.16942e+20,-5.54792,-6.42625,-5.54792,4.83748e+17,-1.19125e-05,1.35226e-21,-1.42149e-21,1.4548099999999998e-21,-1.19125e-05,-1.23331e-21,-6.93161e-24,-6.009490000000001e-24,-3.10452e-05,2056870000000000.0,-2680910.0,-0.0002964,-2680910.0,2056870000000000.0,0.000148984,-0.0002964,0.000148984,5816300000000.0
1533,-0.330426,100.0,13.7731,9.85516e+19,-128451000000.0,7.63933,-128451000000.0,9.85516e+19,-8.73179,7.63933,-8.73179,6.2867e+17,2.5056e-06,1.1708399999999999e-21,1.73239e-21,1.13493e-21,2.5056e-06,1.91684e-21,1.50136e-23,7.698490000000001e-24,-4.86136e-05,301491000000000.0,-392961.0,-8.2103e-06,-392961.0,301491000000000.0,-0.000119601,-8.2103e-06,-0.000119601,1178440000000.0
1534,-0.330426,200.0,13.7534,1.10559e+20,-144102000000.0,2.99753,-144102000000.0,1.10559e+20,-25.3556,2.99753,-25.3556,5.87699e+17,-3.96843e-06,6.09909e-22,-5.45841e-22,8.629779999999999e-22,-3.96843e-06,1.11869e-21,-1.8604900000000002e-24,-2.8592900000000003e-24,-4.23653e-05,584561000000000.0,-761913.0,-8.72803e-06,-761913.0,584561000000000.0,-5.97678e-05,-8.72803e-06,-5.97678e-05,2463100000000.0
1535,-0.330426,300.0,13.7408,1.13595e+20,-148058000000.0,1.36052,-148058000000.0,1.13595e+20,-20.7567,1.36052,-20.7567,5.71917e+17,-6.14505e-06,-4.05156e-22,-2.9828e-22,2.46845e-22,-6.14505e-06,-1.54487e-21,-1.10097e-24,-1.38925e-23,-3.96076e-05,874152000000000.0,-1139360.0,-6.16224e-05,-1139360.0,874152000000000.0,1.60882e-05,-6.16224e-05,1.60882e-05,3273940000000.0
1536,-0.330426,400.0,13.7318,1.15051e+20,-149956000000.0,-0.899247,-149956000000.0,1.15051e+20,-14.7802,-0.899247,-14.7802,5.51091e+17,-7.14824e-06,-6.35708e-23,-2.11559e-23,-2.99295e-22,-7.14824e-06,-2.38433e-21,-3.3216599999999998e-25,-1.52149e-23,-3.66807e-05,1169970000000000.0,-1524930.0,-0.000121148,-1524930.0,1169970000000000.0,4.48019e-05,-0.000121148,4.48019e-05,3858510000000.0
1537,-0.330426,500.0,13.7247,1.16012e+20,-151209000000.0,-3.03693,-151209000000.0,1.16012e+20,-10.4674,-3.03693,-10.4674,5.28204e+17,-8.61954e-06,-6.12014e-22,-1.66753e-22,-6.82176e-22,-8.61954e-06,-2.25875e-21,-1.42436e-24,-1.2576600000000001e-23,-3.40279e-05,1467190000000000.0,-1912320.0,-0.000181698,-1912320.0,1467190000000000.0,6.6233e-05,-0.000181698,6.6233e-05,4457430000000.0
1538,-0.330426,600.0,13.7188,1.16725e+20,-152138000000.0,-4.85872,-152138000000.0,1.16725e+20,-7.48625,-4.85872,-7.48625,5.07031e+17,-1.03474e-05,3.98776e-22,-6.46937e-22,8.43941e-22,-1.03474e-05,-1.83928e-21,-3.69478e-24,-9.352480000000001e-24,-3.15992e-05,1765100000000000.0,-2300620.0,-0.000238245,-2300620.0,1765100000000000.0,9.8027e-05,-0.000238245,9.8027e-05,5108190000000.0
1539,-0.330426,700.0,13.7138,1.17291e+20,-152876000000.0,-6.3448,-152876000000.0,1.17291e+20,-5.29857,-6.3448,-5.29857,4.88715e+17,-1.20642e-05,-1.34391e-21,-1.28806e-21,-2.13427e-21,-1.20642e-05,-1.3899099999999999e-21,-6.2990200000000006e-24,-6.5697e-24,-2.9295e-05,2062660000000000.0,-2688450.0,-0.000285737,-2688450.0,2062660000000000.0,0.000140912,-0.000285737,0.000140912,5799400000000.0
1540,-0.330109,100.0,13.7405,9.92246e+19,-129329000000.0,2.88956,-129329000000.0,9.92246e+19,-13.0433,2.88956,-13.0433,6.91139e+17,-7.0836e-06,7.4482e-22,2.56577e-21,1.3251999999999998e-21,-7.0836e-06,4.0636e-21,1.8751300000000002e-23,2.4333900000000002e-23,-3.72899e-05,299674000000000.0,-390593.0,1.38148e-05,-390593.0,299674000000000.0,-0.000112826,1.38148e-05,-0.000112826,1195200000000.0
1541,-0.330109,200.0,13.725,1.10982e+20,-144653000000.0,3.19894,-144653000000.0,1.10982e+20,-26.8848,3.19894,-26.8848,6.1383e+17,-5.98778e-06,5.21123e-22,-4.65062e-22,4.01114e-22,-5.98778e-06,8.9902e-22,-1.6269200000000001e-24,-2.97213e-24,-3.87831e-05,587280000000000.0,-765456.0,-6.94015e-06,-765456.0,587280000000000.0,-4.1775e-05,-6.94015e-06,-4.1775e-05,2473200000000.0
1542,-0.330109,300.0,13.7147,1.14079e+20,-148689000000.0,1.55528,-148689000000.0,1.14079e+20,-20.5531,1.55528,-20.5531,5.88209e+17,-6.82424e-06,-2.71314e-22,-1.21418e-22,3.45192e-22,-6.82424e-06,-2.03128e-21,-2.1532899999999998e-25,-1.59013e-23,-3.69502e-05,875047000000000.0,-1140530.0,-6.38188e-05,-1140530.0,875047000000000.0,2.47824e-05,-6.38188e-05,2.47824e-05,3269650000000.0
1543,-0.330109,400.0,13.7071,1.15456e+20,-150485000000.0,-0.876191,-150485000000.0,1.15456e+20,-14.154,-0.876191,-14.154,5.62233e+17,-7.5387e-06,1.24377e-22,1.56102e-22,2.72711e-22,-7.5387e-06,-2.7384899999999998e-21,5.58889e-25,-1.65868e-23,-3.40603e-05,1172110000000000.0,-1527710.0,-0.000120373,-1527710.0,1172110000000000.0,4.27853e-05,-0.000120373,4.27853e-05,3852680000000.0
1544,-0.330109,500.0,13.701,1.16378e+20,-151686000000.0,-3.05929,-151686000000.0,1.16378e+20,-9.90345,-3.05929,-9.90345,5.36232e+17,-8.89019e-06,-6.94792e-22,-6.291770000000001e-24,-6.77077e-22,-8.89019e-06,-2.5002599999999998e-21,-6.26531e-25,-1.34547e-23,-3.16211e-05,1471080000000000.0,-1917400.0,-0.000176397,-1917400.0,1471080000000000.0,5.91963e-05,-0.000176397,5.91963e-05,4451210000000.0
1545,-0.330109,600.0,13.6959,1.17082e+20,-152604000000.0,-4.85285,-152604000000.0,1.17082e+20,-7.07329,-4.85285,-7.07329,5.13076e+17,-1.05468e-05,-7.70135e-22,-5.04313e-22,-1.70499e-21,-1.05468e-05,-2.01682e-21,-2.9954800000000004e-24,-9.982970000000001e-24,-2.94976e-05,1770160000000000.0,-2307220.0,-0.00022928,-2307220.0,1770160000000000.0,8.9605e-05,-0.00022928,8.9605e-05,5098760000000.0
1546,-0.330109,700.0,13.6914,1.17649e+20,-153342000000.0,-6.28509,-153342000000.0,1.17649e+20,-5.0165,-6.28509,-5.0165,4.93422e+17,-1.22154e-05,-1.35528e-21,-1.1630499999999999e-21,-1.2391699999999998e-21,-1.22154e-05,-1.5339699999999999e-21,-5.6940700000000005e-24,-7.084980000000001e-24,-2.74941e-05,2068320000000000.0,-2695830.0,-0.000274845,-2695830.0,2068320000000000.0,0.000132612,-0.000274845,0.000132612,5785860000000.0
1547,-0.329793,100.0,13.7062,1.02008e+20,-132956000000.0,-3.46507,-132956000000.0,1.02008e+20,-21.0164,-3.46507,-21.0164,7.38381e+17,-1.49184e-05,2.9797699999999998e-21,1.97588e-21,2.7149499999999997e-21,-1.49184e-05,5.3503499999999995e-21,1.3982900000000002e-23,3.6790900000000003e-23,-2.43222e-05,292900000000000.0,-381763.0,4.09822e-05,-381763.0,292900000000000.0,-0.000102078,4.09822e-05,-0.000102078,1241340000000.0
1548,-0.329793,200.0,13.6959,1.1177e+20,-145681000000.0,3.45356,-145681000000.0,1.1177e+20,-28.6222,3.45356,-28.6222,6.3776e+17,-7.9335e-06,2.9797999999999997e-22,-4.28865e-22,8.53687e-23,-7.9335e-06,4.75168e-22,-1.6191500000000001e-24,-4.15049e-24,-3.47289e-05,587173000000000.0,-765317.0,-6.83959e-06,-765317.0,587173000000000.0,-1.88428e-05,-6.83959e-06,-1.88428e-05,2500940000000.0
1549,-0.329793,300.0,13.6882,1.14642e+20,-149424000000.0,1.69248,-149424000000.0,1.14642e+20,-20.1236,1.69248,-20.1236,6.03811e+17,-7.44894e-06,1.17158e-21,6.22813e-23,1.1299699999999999e-21,-7.44894e-06,-2.55575e-21,7.20104e-25,-1.8122700000000001e-23,-3.40066e-05,875186000000000.0,-1140710.0,-6.63157e-05,-1140710.0,875186000000000.0,3.287e-05,-6.63157e-05,3.287e-05,3266740000000.0
1550,-0.329793,400.0,13.6822,1.15894e+20,-151055000000.0,-0.909686,-151055000000.0,1.15894e+20,-13.3732,-0.909686,-13.3732,5.72794e+17,-7.89642e-06,4.77469e-22,3.33396e-22,1.7159199999999997e-21,-7.89642e-06,-3.08079e-21,1.46423e-24,-1.79249e-23,-3.12805e-05,1173950000000000.0,-1530120.0,-0.000119501,-1530120.0,1173950000000000.0,3.96241e-05,-0.000119501,3.96241e-05,3847960000000.0
1551,-0.329793,500.0,13.6772,1.16761e+20,-152186000000.0,-3.12328,-152186000000.0,1.16762e+20,-9.25342,-3.12328,-9.25342,5.43776e+17,-9.14881e-06,6.05015e-22,1.48252e-22,5.13226e-22,-9.14881e-06,-2.7218399999999997e-21,1.56162e-25,-1.4258900000000002e-23,-2.91222e-05,1474790000000000.0,-1922230.0,-0.000170922,-1922230.0,1474790000000000.0,5.14127e-05,-0.000170922,5.14127e-05,4447590000000.0
1552,-0.329793,600.0,13.6728,1.1745e+20,-153084000000.0,-4.87655,-153084000000.0,1.1745e+20,-6.61115,-4.87655,-6.61115,5.18748e+17,-1.07425e-05,-1.0949799999999999e-21,-3.70158e-22,-6.83739e-22,-1.07425e-05,-2.17709e-21,-2.32385e-24,-1.05497e-23,-2.73358e-05,1775070000000000.0,-2313620.0,-0.000220118,-2313620.0,1775070000000000.0,8.07989e-05,-0.000220118,8.07989e-05,5092670000000.0
1553,-0.329793,700.0,13.6689,1.18015e+20,-153819000000.0,-6.24648,-153819000000.0,1.18015e+20,-4.70374,-6.24648,-4.70374,4.97847e+17,-1.23649e-05,1.13207e-21,-1.04666e-21,1.52019e-21,-1.23649e-05,-1.66501e-21,-5.118450000000001e-24,-7.553310000000001e-24,-2.56485e-05,2073850000000000.0,-2703040.0,-0.000263731,-2703040.0,2073850000000000.0,0.000124134,-0.000263731,0.000124134,5775790000000.0
1554,-0.329476,100.0,13.6711,1.0653e+20,-138850000000.0,-7.64185,-138850000000.0,1.0653e+20,-31.6138,-7.64185,-31.6138,7.62226e+17,-1.94477e-05,-9.987070000000001e-23,1.04763e-22,5.46021e-22,-1.94477e-05,6.0149499999999995e-21,1.3339400000000001e-24,4.54548e-23,-1.13016e-05,282826000000000.0,-368633.0,5.84664e-05,-368633.0,282826000000000.0,-9.00116e-05,5.84664e-05,-9.00116e-05,1329870000000.0
1555,-0.329476,200.0,13.6664,1.12888e+20,-147138000000.0,3.83521,-147138000000.0,1.12888e+20,-30.3318,3.83521,-30.3318,6.58866e+17,-9.56442e-06,1.7955999999999997e-21,-4.0779999999999995e-22,1.9448699999999997e-21,-9.56442e-06,-2.0025e-22,-1.66695e-24,-6.808910000000001e-24,-3.05559e-05,584694000000000.0,-762085.0,-9.26627e-06,-762085.0,584694000000000.0,7.37535e-06,-9.26627e-06,7.37535e-06,2544590000000.0
1556,-0.329476,300.0,13.6614,1.1528e+20,-150256000000.0,1.76385,-150256000000.0,1.1528e+20,-19.4097,1.76385,-19.4097,6.18484e+17,-7.98252e-06,-1.59205e-22,2.54555e-22,1.4696999999999998e-22,-7.98252e-06,-3.11256e-21,1.71521e-24,-2.05451e-23,-3.08257e-05,874631000000000.0,-1139990.0,-6.90933e-05,-1139990.0,874631000000000.0,3.96283e-05,-6.90933e-05,3.96283e-05,3265480000000.0
1557,-0.329476,400.0,13.6572,1.16359e+20,-151661000000.0,-1.00424,-151661000000.0,1.16359e+20,-12.4293,-1.00424,-12.4293,5.82656e+17,-8.21407e-06,6.89313e-22,5.10005e-22,2.25882e-22,-8.21407e-06,-3.40602e-21,2.37996e-24,-1.92069e-23,-2.83562e-05,1175580000000000.0,-1532240.0,-0.000118472,-1532240.0,1175580000000000.0,3.51239e-05,-0.000118472,3.51239e-05,3844880000000.0
1558,-0.329476,500.0,13.6533,1.17162e+20,-152708000000.0,-3.22996,-152708000000.0,1.17162e+20,-8.51955,-3.22996,-8.51955,5.50775e+17,-9.39266e-06,-5.24736e-22,2.96323e-22,-1.1001999999999999e-21,-9.39266e-06,-2.9210299999999998e-21,9.20249e-25,-1.49787e-23,-2.65414e-05,1478340000000000.0,-1926850.0,-0.000165235,-1926850.0,1478340000000000.0,4.28794e-05,-0.000165235,4.28794e-05,4446930000000.0
