quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
6225,-0.118327,300.0,9.00363e-05,1.211395264244602e+16,-15789234.698567055,0.008081632040247207,-15789234.698567055,1.211395264244602e+16,0.00019675208252405905,0.008081632040247207,0.00019675208252405905,346541186768900.3,0.000776807,7.368429999999999e-20,-3.98005e-22,2.62386e-20,0.000776807,2.37467e-21,-1.30366e-23,6.789140000000001e-23,0.000779282,48636395948.99501,-63.39250056379607,1.8651831216408543e-08,-63.39224390464427,48636395948.99501,-9.72640654868286e-09,1.8651831216408543e-08,-9.726303885022138e-09,1732259346.9203584
6226,-0.118327,400.0,0.000735087,9.270887886056995e+16,-120836155.30702513,0.05691391025390081,-120836155.30702513,9.270887886056995e+16,0.01904652166005631,0.05691391025390081,0.01904652166005631,2700670258966876.5,0.000624088,3.5076099999999994e-20,-6.86263e-22,2.9548899999999997e-20,0.000624088,1.6140999999999998e-21,-2.40377e-23,4.56652e-23,0.00063068,548195715751.61194,-714.5159793051469,1.9920343408296124e-07,-714.5159793051469,548195715751.61194,9.074466637179615e-08,1.9920343408296124e-07,9.074543634925155e-08,16165214690.048141
6227,-0.118327,500.0,0.00271266,3.290370326157089e+17,-428862043.119261,0.18285552940865737,-428862043.119261,3.290370326157089e+17,0.10405039011973966,0.18285552940865737,0.10405039011973966,9720349392700232.0,0.00053467,5.79482e-20,-8.07066e-22,7.3549e-20,0.00053467,1.24907e-21,-2.5790300000000002e-23,3.5791400000000003e-23,0.000538176,2502555059687.5737,-3261.829828476226,9.58272875550168e-07,-3261.829828476226,2502555059687.5737,6.851644387045755e-07,9.58272875550168e-07,6.851695718876116e-07,66618192783.69796
6228,-0.118327,600.0,0.00668737,7.892807902263293e+17,-1028743778.8616308,0.3975419268243352,-1028743778.8616308,7.892807902263293e+17,0.30642536134157167,0.3975419268243352,0.30642536134157167,2.3395764982905572e+16,0.000475486,-1.7692899999999998e-20,-7.93037e-22,-3.0442199999999995e-20,0.000475486,9.4946e-22,-2.31384e-23,2.8428e-23,0.000474754,7082586291841.086,-9231.388042594002,3.099338919467641e-06,-9231.388042594002,7082586291841.086,1.8070498237567215e-06,3.099338919467641e-06,1.8070498237567215e-06,180366448954.4396
6229,-0.118327,700.0,0.0130455,1.5041021939221256e+18,-1960434466.0592177,0.6951792788080583,-1960434466.0592177,1.5041021939221256e+18,0.652522527777847,0.6951792788080583,0.652522527777847,4.439433348794007e+16,0.000432714,4.4164e-20,-6.8666299999999995e-22,-9.69439e-22,0.000432714,6.53873e-22,-1.8288999999999998e-23,2.1156200000000002e-23,0.000428434,15074284965295.355,-19647.745723162625,7.620646537687865e-06,-19647.694391332265,15074284965295.355,2.9917987348607906e-06,7.620646537687865e-06,2.9917987348607906e-06,378667212800.498
6230,-0.118011,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6231,-0.118011,200.0,1.2215e-06,183072149732781.9,-238614.7301385815,0.0001256143787362035,-238614.7301385815,183072149732781.9,-7.992211991757884e-05,0.0001256143787362035,-7.992211991757884e-05,5440737697736.023,0.00111123,5.94508e-20,6.38064e-23,1.8074699999999998e-20,0.00111123,4.2802099999999994e-21,1.8504100000000002e-23,1.16637e-22,0.00108703,378893072.8540876,-0.49385070694814065,1.5414768996081625e-10,-0.4938455737651045,378893072.8540876,-3.128752058264646e-10,1.5414768996081625e-10,-3.1287007264342845e-10,16150354.125158556
6232,-0.118011,300.0,7.62224e-05,1.0255304062810156e+16,-13366680.296497513,0.0068418400074467525,-13366680.296497513,1.0255304062810156e+16,0.00016516760730277266,0.0068418400074467525,0.00016516760730277266,293361410514629.7,0.000791144,4.7259199999999994e-20,-3.9747599999999997e-22,7.65224e-21,0.000791144,2.37292e-21,-1.29972e-23,6.784010000000001e-23,0.000793582,41134505600.84793,-53.61481351658231,1.5797422125509677e-08,-53.61455685743049,41134505600.84793,-8.370116926877516e-09,1.5797422125509677e-08,-8.370399251944504e-09,1463036729.6331136
6233,-0.118011,400.0,0.000648904,8.184321366884917e+16,-106673959.96950391,0.05024513551251706,-106673959.96950391,8.184321366884917e+16,0.01679862381079097,0.05024513551251706,0.01679862381079097,2384153059776280.0,0.000634832,-6.315029999999999e-20,-6.86165e-22,-6.1952e-20,0.000634832,1.6146799999999998e-21,-2.40317e-23,4.5685e-23,0.000641418,483846133210.7301,-630.6372019033216,1.7573503456009447e-07,-630.6372019033216,483846133210.7301,7.992211991757883e-08,1.7573503456009447e-07,7.992160659927522e-08,14269324867.485178
6234,-0.118011,500.0,0.00245609,2.979453429658907e+17,-388338129.6405603,0.16560367120169162,-388338129.6405603,2.979453429658907e+17,0.09412204415041558,0.16560367120169162,0.09412204415041558,8801663624724671.0,0.000543226,1.2551899999999999e-20,-8.0678e-22,1.38123e-20,0.000543226,1.25009e-21,-2.57801e-23,3.58227e-23,0.000546728,2265538032768.987,-2952.8892074469522,8.668483190852369e-07,-2952.8892074469522,2265538032768.987,6.19084973480519e-07,8.668483190852369e-07,6.190926732550731e-07,60318237243.45991
6235,-0.118011,600.0,0.00615927,7.270563454624038e+17,-947636920.2993139,0.3663398737392402,-947636920.2993139,7.270563454624038e+17,0.28196061099139275,0.3663398737392402,0.28196061099139275,2.1550334349587736e+16,0.000482562,4.5572899999999994e-20,-7.92874e-22,2.4237399999999997e-20,0.000482562,9.50927e-22,-2.31357e-23,2.84673e-23,0.000481836,6522633020345.227,-8501.577744432716,2.852689474581763e-06,-8501.577744432716,6522633020345.227,1.6617499447361248e-06,2.852689474581763e-06,1.6617730440597874e-06,166127255871.3765
6236,-0.118011,700.0,0.0121645,1.4027705941974705e+18,-1828360233.1312008,0.6487547714293302,-1828360233.1312008,1.4027705941974705e+18,0.6078920678702451,0.6487547714293302,0.6078920678702451,4.140194443703013e+16,0.000438721,-5.0855699999999995e-21,-6.867419999999999e-22,-2.99727e-20,0.000438721,6.5574e-22,-1.8297e-23,2.12012e-23,0.000434458,14058274046954.838,-18323.43583167235,7.097806179543201e-06,-18323.41016575717,14058274046954.838,2.7858040996210346e-06,7.097806179543201e-06,2.7858040996210346e-06,353137326970.3229
6237,-0.117694,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6238,-0.117694,200.0,9.51306e-07,142537456569705.34,-185782.47037585668,9.728177496830325e-05,-185782.47037585668,142537456569705.34,-6.187051179358457e-05,9.728177496830325e-05,-6.187051179358457e-05,4236184966478.578,0.0011326,7.430619999999999e-20,7.239360000000001e-24,6.899439999999999e-20,0.0011326,4.32048e-21,1.67346e-23,1.17897e-22,0.00110839,292878891.30923384,-0.3817419894391378,9.528599340385726e-11,-0.3817419894391378,292878891.30923384,-2.2555026599333592e-10,9.528625006300907e-11,-2.2555129262994318e-10,12509387.397634026
6239,-0.117694,300.0,6.45274e-05,8681778134915937.0,-11315768.34624353,0.005792078410643701,-11315768.34624353,8681778134915937.0,0.0001395609803862074,0.005792078410643701,0.0001395609803862074,248351351721506.25,0.000805484,6.7041499999999994e-21,-3.97402e-22,-1.89677e-20,0.000805484,2.37372e-21,-1.2992200000000001e-23,6.78637e-23,0.000807919,34797077824.44615,-45.35423871569572,1.3357953885336098e-08,-45.35398205654392,34797077824.44615,-7.047603649449884e-09,1.3357953885336098e-08,-7.047629315365065e-09,1237705393.8962684
6240,-0.117694,400.0,0.000572808,7.224852459687331e+16,-94168242.79774071,0.04435583461516912,-94168242.79774071,7.224852459687331e+16,0.014818267461368547,0.04435583461516912,0.014818267461368547,2104661509825264.0,0.000645577,5.935129999999999e-20,-6.86189e-22,4.3896499999999994e-20,0.000645577,1.61572e-21,-2.40286e-23,4.5717900000000004e-23,0.000652157,427032063366.88196,-556.5936031987148,1.5494307667226408e-07,-556.5936031987148,427032063366.88196,7.082201303113377e-08,1.5494307667226408e-07,7.082124305367835e-08,12593853924.493488
6241,-0.117694,500.0,0.00222366,2.6977186787211037e+17,-351620471.3831475,0.14996722569619486,-351620471.3831475,2.6977186787211037e+17,0.08514385036107852,0.14996722569619486,0.08514385036107852,7969266663586398.0,0.000551787,6.0169e-20,-8.06549e-22,5.62128e-20,0.000551787,1.25106e-21,-2.57714e-23,3.58527e-23,0.000555286,2050876017972.7305,-2673.105066062877,7.845402956924665e-07,-2673.105066062877,2050876017972.7305,5.596940457525353e-07,7.845402956924665e-07,5.596914791610172e-07,54609111070.68001
6242,-0.117694,600.0,0.00567242,6.696724923015456e+17,-872846443.4629507,0.3375452834980886,-872846443.4629507,6.696724923015456e+17,0.2594464701949419,0.3375452834980886,0.2594464701949419,1.984870983902698e+16,0.000489646,5.716879999999999e-20,-7.92712e-22,-1.2025199999999998e-20,0.000489646,9.52296e-22,-2.3132900000000002e-23,2.85042e-23,0.000488926,6006645461553.79,-7829.028103039422,2.6254177956572613e-06,-7829.002437124241,6006645461553.79,1.5283385176271969e-06,2.6254177956572613e-06,1.5283385176271969e-06,153001193529.69742
6243,-0.117694,700.0,0.0113418,1.3081249653773699e+18,-1704999578.4070086,0.6053331761267361,-1704999578.4070086,1.3081249653773699e+18,0.566295319136994,0.6053331761267361,0.566295319136994,3.860692627385924e+16,0.000444737,1.11648e-20,-6.86795e-22,2.64353e-21,0.000444737,6.57508e-22,-1.8304e-23,2.1244e-23,0.000440489,13110098142436.73,-17087.622015724894,6.609820134213835e-06,-17087.622015724894,13110098142436.73,2.5941053791368903e-06,6.609820134213835e-06,2.5941053791368903e-06,329309091316.6236
6244,-0.117378,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6245,-0.117378,200.0,7.40793e-07,110915509112255.25,-144566.60382388617,7.556481749736285e-05,-144566.60382388617,110915509112255.25,-4.862150971819025e-05,7.556481749736285e-05,-4.862150971819025e-05,3293758226960.9326,0.00115372,-4.85783e-20,-1.0773600000000001e-23,-1.6033599999999998e-20,0.00115372,4.26427e-21,1.64377e-23,1.1585e-22,0.00112913,224129400.92893612,-0.2921268799944413,6.598501465619176e-11,-0.2921268799944413,224129400.92893612,-1.8997884750789012e-10,6.598501465619176e-11,-1.8998090078110456e-10,9498031.235405592
6246,-0.117378,300.0,5.46263e-05,7349563141550025.0,-9579366.520613017,0.004903601424835746,-9579366.520613017,7349563141550025.0,0.00011716336284467662,0.004903601424835746,0.00011716336284467662,210243114179606.72,0.000819819,3.2076199999999995e-20,-3.96263e-22,-1.50728e-20,0.000819819,2.3714999999999996e-21,-1.2957500000000001e-23,6.7801e-23,0.00082225,29425715095.44338,-38.35309037272278,1.1340253629325855e-08,-38.35309037272278,29425715095.44338,-6.079433997006064e-09,1.1340253629325855e-08,-6.079536660666787e-09,1046807449.9657599
6247,-0.117378,400.0,0.000505622,6.3776719314050136e+16,-83126252.768729,0.03915592019957297,-83126252.768729,6.3776719314050136e+16,0.013071265612768434,0.03915592019957297,0.013071265612768434,1857876035588928.2,0.000656326,6.396279999999999e-20,-6.86042e-22,3.81416e-20,0.000656326,1.61622e-21,-2.402e-23,4.5734800000000005e-23,0.000662898,376901397836.0705,-491.2533163318606,1.36753385924598e-07,-491.2533163318606,376901397836.0705,6.243336531349583e-08,1.36753385924598e-07,6.243387863179945e-08,11114393575.736288
6248,-0.117378,500.0,0.00201312,2.4424968181648938e+17,-318352312.1260116,0.13579707392496762,-318352312.1260116,2.4424968181648938e+17,0.07702392477538181,0.13579707392496762,0.07702392477538181,7215176409664233.0,0.000560352,4.4647699999999997e-20,-8.0636e-22,1.898e-20,0.000560352,1.2519199999999999e-21,-2.57642e-23,3.58792e-23,0.000563849,1856472110028.5476,-2419.7183184420824,7.0986018229138e-07,-2419.7131852590464,1856472110028.5476,5.060240505183146e-07,7.0986018229138e-07,5.060266171098327e-07,49437429161.782555
6249,-0.117378,600.0,0.00522365,6.167673413397079e+17,-803889829.1471454,0.31097849469461586,-803889829.1471454,6.167673413397079e+17,0.23872894346113532,0.31097849469461586,0.23872894346113532,1.827995777135636e+16,0.000496736,5.81707e-20,-7.92525e-22,3.93119e-20,0.000496736,9.53564e-22,-2.31293e-23,2.85383e-23,0.000496023,5531235714662.934,-7209.37591283341,2.416199521470818e-06,-7209.37591283341,5531235714662.934,1.405555345994569e-06,2.416199521470818e-06,1.4055399464454608e-06,140904077727.6099
6250,-0.117378,700.0,0.0105739,1.2197366866783076e+18,-1589795551.5272214,0.5647399646770477,-1589795551.5272214,1.2197366866783076e+18,0.5275218210736125,0.5647399646770477,0.5275218210736125,3.599721601829253e+16,0.000450762,-1.1095799999999999e-20,-6.86801e-22,-1.4595299999999998e-20,0.000450762,6.59164e-22,-1.83093e-23,2.1284e-23,0.000446529,12225548041651.41,-15934.6834398957,6.1545581307397756e-06,-15934.65777398052,12225548041651.41,2.4152858148903875e-06,6.1545581307397756e-06,2.4152935146649416e-06,307077275587.1597
6251,-0.117061,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6252,-0.117061,200.0,5.76772e-07,86205649272101.28,-112359.73015946944,5.9101929523049726e-05,-112359.73015946944,86205649272101.28,-3.768705987378537e-05,5.9101929523049726e-05,-3.768705987378537e-05,2562654366674.543,0.00117437,1.65534e-19,5.00277e-23,-5.44416e-22,0.00117437,4.2856499999999995e-21,1.80675e-23,1.16828e-22,0.00115019,168129710.57376945,-0.2191455935191609,6.082128918100029e-11,-0.21913892038121394,168129710.57376945,-1.3834056611936833e-10,6.082128918100029e-11,-1.3833722955039485e-10,7289299.5727059
6253,-0.117061,300.0,4.62443e-05,6221854160343394.0,-8109505.224133373,0.004151359116806588,-8109505.224133373,6221854160343394.0,9.902628722313084e-05,0.004151359116806588,9.902628722313084e-05,177985165343980.53,0.000834169,-4.74584e-21,-3.95523e-22,-3.3897e-20,0.000834169,2.3719399999999997e-21,-1.2937200000000001e-23,6.781410000000001e-23,0.000836601,24903842827.08918,-32.45942626979414,9.62453853133093e-09,-32.45942626979414,24903842827.08918,-5.133901681751562e-09,9.62453853133093e-09,-5.134004345412284e-09,886115721.6113378
6254,-0.117061,400.0,0.000446307,5.62969016529584e+16,-73376798.22821392,0.034564287973757817,-73376798.22821392,5.62969016529584e+16,0.011530720385881328,0.034564287973757817,0.011530720385881328,1639985248662948.5,0.000667075,-1.73899e-20,-6.85996e-22,-2.74874e-20,0.000667075,1.6165699999999998e-21,-2.4017400000000002e-23,4.57467e-23,0.000673645,332619994374.92523,-433.5332396821361,1.2062466816593672e-07,-433.5306730906181,332619994374.92523,5.4988453297049754e-08,1.2062466816593672e-07,5.498922327450518e-08,9810205761.747627
6255,-0.117061,500.0,0.00182243,2.211298254217756e+17,-288217961.11243093,0.12295744319670442,-288217961.11243093,2.211298254217756e+17,0.06968013646474742,0.12295744319670442,0.06968013646474742,6532103743046880.0,0.000568923,-2.3326799999999997e-20,-8.06198e-22,-2.6189899999999997e-20,0.000568923,1.2527299999999999e-21,-2.57578e-23,3.5904300000000003e-23,0.000572417,1680447563945.2156,-2190.277869684818,6.42253595114076e-07,-2190.277869684818,1680447563945.2156,4.5761556789612365e-07,6.42253595114076e-07,4.5761300130460555e-07,44753656300.468925
6256,-0.117061,600.0,0.00481005,5.6799696931346995e+17,-740320490.4277548,0.28647267888014794,-740320490.4277548,5.6799696931346995e+17,0.21966327502835425,0.28647267888014794,0.21966327502835425,1.683388877824916e+16,0.000503834,-7.61551e-21,-7.92337e-22,-3.7867599999999994e-20,0.000503834,9.54725e-22,-2.31256e-23,2.85694e-23,0.000503126,5093323869850.981,-6638.591625131324,2.2229762456249437e-06,-6638.565959216144,5093323869850.981,1.2931643034185793e-06,2.2229762456249437e-06,1.2931694366016154e-06,129757627423.81299
6257,-0.117061,700.0,0.00985702,1.1372130695980198e+18,-1482234834.1882267,0.5267980422655186,-1482234834.1882267,1.1372130695980198e+18,0.49138677909079986,0.5267980422655186,0.49138677909079986,3.3560750690195084e+16,0.000456794,4.8862699999999993e-20,-6.86763e-22,4.4998799999999994e-20,0.000456794,6.60724e-22,-1.83131e-23,2.13216e-23,0.000452575,11400619861830.701,-14859.512587063824,5.729376579857416e-06,-14859.512587063824,11400619861830.701,2.248634461031022e-06,5.729376579857416e-06,2.2486370276225405e-06,286339216121.2087
6258,-0.116745,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6259,-0.116745,200.0,4.49047e-07,66966479252699.15,-87283.61770968785,4.6530250949272305e-05,-87283.61770968785,66966479252699.15,-3.0227518285686338e-05,4.6530250949272305e-05,-3.0227518285686338e-05,1990812643267.0144,0.00119486,-4.51607e-20,1.74013e-22,3.95425e-20,0.00119486,4.10623e-21,2.20091e-23,1.11135e-22,0.00117062,125347196.5591731,-0.1633750997865573,6.44324834469153e-11,-0.16337766637807535,125347196.5591731,-1.337219846826135e-10,6.44324834469153e-11,-1.3372403795582793e-10,5492865.171467888
6260,-0.116745,300.0,3.91482e-05,5267005117878322.0,-6864990.6629396835,0.0035168463617109903,-6864990.6629396835,5267005117878322.0,8.428866206725984e-05,0.0035168463617109903,8.428866206725984e-05,150651992313214.12,0.000848501,4.7577099999999993e-20,-3.82745e-22,-5.699309999999999e-20,0.000848501,2.3755199999999997e-21,-1.2505800000000001e-23,6.79093e-23,0.000850835,21055623834.48104,-27.443793125194937,8.557606437272037e-09,-27.44353646604313,21055623834.48104,-4.2277408803841504e-09,8.557606437272037e-09,-4.227663882638608e-09,746126120.4416138
6261,-0.116745,400.0,0.000393942,4.969280501782985e+16,-64769220.2540852,0.030509843352673295,-64769220.2540852,4.969280501782985e+16,0.010172839477334782,0.030509843352673295,0.010172839477334782,1447614081201071.5,0.000677824,5.1597899999999995e-20,-6.8607e-22,9.74293e-21,0.000677824,1.6172699999999999e-21,-2.4019400000000002e-23,4.57683e-23,0.000684393,293489740090.5329,-382.53506621821936,1.0631361052036783e-07,-382.5324996267013,293489740090.5329,4.8642042450334754e-08,1.0631361052036783e-07,4.8641272472879336e-08,8658345154.35602
6262,-0.116745,500.0,0.00164973,2.001882352484421e+17,-260924826.90934634,0.11132513711853814,-260924826.90934634,2.001882352484421e+17,0.06303805427515154,0.11132513711853814,0.06303805427515154,5913426857617733.0,0.000577497,3.60799e-20,-8.06052e-22,3.18349e-20,0.000577497,1.2534899999999999e-21,-2.5752200000000001e-23,3.5927600000000004e-23,0.000580989,1521036564758.307,-1982.5097197060797,5.81022421267641e-07,-1982.5097197060797,1521036564758.307,4.139450132162774e-07,5.81022421267641e-07,4.139475798077955e-07,40512620476.02121
6263,-0.116745,600.0,0.00442892,5.2304311887459206e+17,-681730339.2534068,0.26387127397208293,-681730339.2534068,5.2304311887459206e+17,0.2021183120700257,0.26387127397208293,0.2021183120700257,1.5501160466579636e+16,0.000510938,6.87224e-20,-7.9216299999999995e-22,-5.2526899999999994e-21,0.000510938,9.558009999999999e-22,-2.3122100000000002e-23,2.85983e-23,0.000510234,4689907015041.8,-6112.825352656067,2.045088354099498e-06,-6112.799686740886,4689907015041.8,1.1893533762874748e-06,2.045088354099498e-06,1.189355942878993e-06,119488181441.73831
6264,-0.116745,700.0,0.00918804,1.0601768251833514e+18,-1381827207.4100742,0.4913431470349928,-1381827207.4100742,1.0601768251833514e+18,0.457710531782292,0.4913431470349928,0.457710531782292,3.1286237286887428e+16,0.000462833,6.9302e-20,-6.8668e-22,-4.04178e-22,0.000462833,6.62196e-22,-1.83153e-23,2.13572e-23,0.000458628,10631386717951.963,-13856.924942362775,5.331939883285323e-06,-13856.873610532413,10631386717951.963,2.094223182121301e-06,5.331939883285323e-06,2.094228315304337e-06,266992249258.04785
6265,-0.116428,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6266,-0.116428,200.0,3.49665e-07,52102834453291.24,-67910.47161304281,3.6849067743137725e-05,-67910.47161304281,52102834453291.24,-2.389558301513321e-05,3.6849067743137725e-05,-2.389558301513321e-05,1539451858900.411,0.00121599,4.7769099999999993e-20,3.33892e-22,2.24357e-20,0.00121599,4.04344e-21,2.87718e-23,1.07209e-22,0.00118926,96046217.8115076,-0.12518729790759775,6.901128271514014e-11,-0.12518652793014234,96046217.8115076,-1.1074431745800043e-10,6.901128271514014e-11,-1.1074252084393777e-10,3916592.990649342
6267,-0.116428,300.0,3.31407e-05,4458554455603578.5,-5811225.183368454,0.002976912504056024,-5811225.183368454,4458554455603578.5,7.085050219698426e-05,0.002976912504056024,7.085050219698426e-05,127524692803097.97,0.00086281,1.52077e-20,-3.8348699999999997e-22,-1.1027099999999999e-20,0.00086281,2.3736299999999997e-21,-1.2514200000000001e-23,6.78545e-23,0.000865124,17779344095.75812,-23.173472491526116,7.19230807923829e-09,-23.173421159695753,17779344095.75812,-3.630777359197818e-09,7.19230807923829e-09,-3.630726027367457e-09,629854391.4903123
6268,-0.116428,400.0,0.000347715,4.386253572539737e+16,-57170056.08740352,0.02693150145818951,-57170056.08740352,4.386253572539737e+16,0.008975113879515386,0.02693150145818951,0.008975113879515386,1277777587267790.0,0.000688575,3.45223e-20,-6.85567e-22,5.67329e-20,0.000688575,1.6177999999999999e-21,-2.4004500000000002e-23,4.57849e-23,0.000695143,258976783947.13632,-337.54785008960664,9.398062495777029e-08,-337.54785008960664,258976783947.13632,4.2975008378451093e-08,9.39808816169221e-08,4.29755216967547e-08,7641589924.475263
6269,-0.116428,500.0,0.00149334,1.812218939074101e+17,-236203160.74820927,0.10078722566367404,-236203160.74820927,1.812218939074101e+17,0.05703043350882087,0.10078722566367404,0.05703043350882087,5353114263309344.0,0.000586075,7.687239999999999e-20,-8.0600699999999995e-22,2.29984e-20,0.000586075,1.25423e-21,-2.57494e-23,3.59503e-23,0.000589565,1376706857331.538,-1794.3965275726696,5.253453514662949e-07,-1794.3888277981157,1376706857331.538,3.7458119910374133e-07,5.253453514662949e-07,3.7458119910374133e-07,36670946291.784134
6270,-0.116428,600.0,0.00407774,4.816157651815331e+17,-627734386.8963921,0.24303183414116836,-627734386.8963921,4.816157651815331e+17,0.1859739381031042,0.24303183414116836,0.1859739381031042,1.427299509335601e+16,0.000518047,2.63176e-20,-7.91986e-22,3.1585899999999995e-20,0.000518047,9.5683e-22,-2.31186e-23,2.86259e-23,0.000517348,4318315895056.602,-5628.483867282351,1.8810908558698101e-06,-5628.483867282351,4318315895056.602,1.094163630065545e-06,1.8810908558698101e-06,1.094171329840099e-06,110027981765.30898
6271,-0.116428,700.0,0.00856382,9.882788969878455e+17,-1288113251.3110306,0.45821871690286853,-1288113251.3110306,9.882788969878455e+17,0.4263313838824507,0.45821871690286853,0.4263313838824507,2.916366610144912e+16,0.000468879,7.39612e-20,-6.86543e-22,6.062419999999999e-20,0.000468879,6.63591e-22,-1.83159e-23,2.13909e-23,0.000464687,9914204050059.549,-12922.146645568959,4.961734722719879e-06,-12922.146645568959,9914204050059.549,1.9498806417369417e-06,4.961734722719879e-06,1.9498703753708695e-06,248955270705.70654
6272,-0.116111,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6273,-0.116111,200.0,2.7217e-07,40423046432040.8,-52687.247341954244,2.8645984592255763e-05,-52687.247341954244,40423046432040.8,-1.9015979220991358e-05,2.8645984592255763e-05,-1.9015979220991358e-05,1197592135060.458,0.00123613,1.18737e-19,3.51405e-22,-3.8462099999999996e-20,0.00123613,3.90593e-21,2.86937e-23,1.03582e-22,0.00121033,70776327.70211224,-0.09225151225205108,5.261923266672557e-11,-0.0922484323422294,70776327.70211224,-9.567765526951372e-11,5.261923266672557e-11,-9.567714195121011e-11,3008173.5887460345
6274,-0.116111,300.0,2.80548e-05,3774095829566470.0,-4919129.3035200285,0.0025197897217313684,-4919129.3035200285,3774095829566470.0,5.9851630905476e-05,0.0025197897217313684,5.9851630905476e-05,107950325931436.77,0.00087711,-6.16819e-20,-3.84294e-22,-1.9296599999999997e-20,0.00087711,2.3735999999999998e-21,-1.2545e-23,6.78548e-23,0.000879436,15006552615.133667,-19.559275313534986,6.039215507918012e-09,-19.55937797719571,15006552615.133667,-3.072697699510145e-09,6.039215507918012e-09,-3.0726207017646028e-09,532221250.1431863
6275,-0.116111,400.0,0.000306907,3.871574975422513e+16,-50461755.836641595,0.023771642310725937,-50461755.836641595,3.871574975422513e+16,0.007918987135747539,0.023771642310725937,0.007918987135747539,1127847577148607.0,0.00069933,-5.76807e-20,-6.855319999999999e-22,-2.5927499999999998e-20,0.00069933,1.6185099999999999e-21,-2.4002400000000002e-23,4.58067e-23,0.000705896,228545991613.21936,-297.88374476945717,8.290937578545265e-08,-297.88374476945717,228545991613.21936,3.806229555372622e-08,8.290937578545265e-08,3.806178223542261e-08,6744309529.760349
6276,-0.116111,500.0,0.00135173,1.640457501502272e+17,-213816066.23190257,0.09124258512630042,-213816066.23190257,1.640457501502272e+17,0.05159593262847375,0.09124258512630042,0.05159593262847375,4845673454273059.0,0.000594656,4.27045e-20,-8.05859e-22,-3.11266e-20,0.000594656,1.25481e-21,-2.57443e-23,3.5968200000000003e-23,0.000598145,1246036549963.9019,-1624.0800810255105,4.752326520761098e-07,-1624.0723812509561,1246036549963.9019,3.387721142437228e-07,4.752326520761098e-07,3.387721142437228e-07,33194754739.719265
6277,-0.116111,600.0,0.00375421,4.4344284953337837e+17,-577981010.318736,0.22381986999185768,-577981010.318736,4.4344284953337837e+17,0.1711177364190987,0.22381986999185768,0.1711177364190987,1.3141384893041922e+16,0.000525161,2.7151399999999996e-20,-7.91793e-22,2.2119e-20,0.000525161,9.577699999999999e-22,-2.31144e-23,2.86512e-23,0.000524467,3976214911613.951,-5182.564256934041,1.7300392452572339e-06,-5182.564256934041,3976214911613.951,1.0064914304000224e-06,1.7300392452572339e-06,1.0064888638085041e-06,101314403561.48422
