quantity,Ef,T,N,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,sigma/tau,S,S,S,S,S,S,S,S,S,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau,kappae/tau
unit,Ry,K,e/uc,S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),S/(m*s),V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,V/K,W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s),W/(m*K*s)
direction,-,-,-,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz,xx,xy,xz,yx,yy,yz,zx,zy,zz
6278,-0.116111,700.0,0.00798144,9.21183061522636e+17,-1200661778.5160615,0.4272835893356521,-1200661778.5160615,9.21183061522636e+17,0.3970927733086741,0.4272835893356521,0.3970927733086741,2.7183027426959708e+16,0.000474931,1.2294299999999999e-20,-6.863699999999999e-22,1.84143e-20,0.000474931,6.64895e-22,-1.83152e-23,2.14222e-23,0.000470751,9245991948331.781,-12051.173813914193,4.616913152268081e-06,-12051.173813914193,9245991948331.781,1.816356284601219e-06,4.616913152268081e-06,1.8163537180097008e-06,232144352921.54404
6279,-0.115795,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6280,-0.115795,200.0,2.11874e-07,31379404558993.125,-40899.662476945145,2.2280632300137454e-05,-40899.662476945145,31379404558993.125,-1.4456968373370785e-05,2.2280632300137454e-05,-1.4456968373370785e-05,931274899371.6606,0.00125654,1.00505e-19,3.67671e-22,4.02501e-20,0.00125654,4.0225e-21,2.88455e-23,1.07743e-22,0.00123128,52748075.560932346,-0.06875308360842299,4.0470271715973163e-11,-0.06875205697181574,52748075.560932346,-6.47163484688131e-11,4.0470271715973163e-11,-6.471583515050948e-11,2303698.115459551
6281,-0.115795,300.0,2.37492e-05,3194533798872607.5,-4163704.422008472,0.0021331968743230913,-4163704.422008472,3194533798872607.5,5.06968556196962e-05,0.0021331968743230913,5.06968556196962e-05,91380924409124.03,0.000891368,2.6812899999999998e-20,-3.81499e-22,5.642979999999999e-20,0.000891368,2.3745299999999998e-21,-1.25071e-23,6.788670000000001e-23,0.000893755,12637896634.943453,-16.472179035608505,5.12083773092462e-09,-16.47223036743887,12637896634.943453,-2.579296146077665e-09,5.12083773092462e-09,-2.5791421505865816e-09,449861894.92005455
6282,-0.115795,400.0,0.000270885,3.4171856130645944e+16,-44539602.56786245,0.020981962657912627,-44539602.56786245,3.4171856130645944e+16,0.006986621434980701,0.020981962657912627,0.006986621434980701,995491019153603.2,0.000710081,-8.28765e-20,-6.85604e-22,-6.30302e-20,0.000710081,1.6185099999999999e-21,-2.40061e-23,4.5807200000000005e-23,0.00071665,201635536205.47797,-262.80870508360476,7.307394042908246e-08,-262.80870508360476,201635536205.47797,3.346886671384842e-08,7.307394042908246e-08,3.346938003215203e-08,5952182389.540488
6283,-0.115795,500.0,0.00122351,1.484922055507639e+17,-193543586.46732816,0.08259830489346338,-193543586.46732816,1.484922055507639e+17,0.046680139893927206,0.08259830489346338,0.046680139893927206,4386202240709375.0,0.00060324,-1.2830499999999999e-20,-8.05689e-22,-3.50274e-20,0.00060324,1.2553999999999999e-21,-2.5738200000000002e-23,3.59862e-23,0.000606727,1127762879628.511,-1469.917761493041,4.2992717859925725e-07,-1469.9151949015231,1127762879628.511,3.0654085795988455e-07,4.2992717859925725e-07,3.065434245514026e-07,30046830242.814686
6284,-0.115795,600.0,0.00345617,4.0827284596135763e+17,-532139119.21460825,0.20611115849467668,-532139119.21460825,4.0827284596135763e+17,0.157447813334742,0.20611115849467668,0.157447813334742,1.2098809752489448e+16,0.000532279,2.7020499999999997e-20,-7.91567e-22,2.55245e-20,0.000532279,9.58648e-22,-2.3109300000000002e-23,2.86747e-23,0.00053159,3661165802771.687,-4771.960945874282,1.5909556508933861e-06,-4771.960945874282,3661165802771.687,9.258850571837279e-07,1.5909556508933861e-06,9.258824905922098e-07,93288928543.65225
6285,-0.115795,700.0,0.00743818,8.585787612140371e+17,-1119064700.9737947,0.3983914686168141,-1119064700.9737947,8.585787612140371e+17,0.3698484043444327,0.3983914686168141,0.3698484043444327,2.5335107199869348e+16,0.000480988,-2.6087099999999998e-20,-6.8612599999999995e-22,1.5718299999999998e-20,0.000480988,6.66115e-22,-1.83124e-23,2.14512e-23,0.000476821,8623105852813.011,-11239.283919005244,4.293958941550182e-06,-11239.309584920426,8623105852813.011,1.6909705891692748e-06,4.293958941550182e-06,1.6909628893947207e-06,216468638565.82092
6286,-0.115478,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6287,-0.115478,200.0,1.64938e-07,24362112355371.57,-31753.35694317494,1.7145755313609027e-05,-31753.35694317494,24362112355371.57,-1.1075304386916185e-05,1.7145755313609027e-05,-1.1075304386916185e-05,723509315984.4404,0.00127706,-1.68044e-19,3.0197499999999998e-22,-9.026609999999999e-20,0.00127706,4.09776e-21,2.66372e-23,1.10282e-22,0.00125195,39516269.64870905,-0.05150302201551986,2.7214083184328272e-11,-0.051504048652127085,39516269.64870905,-4.5369381605652305e-11,2.7214083184328272e-11,-4.536861162819688e-11,1751537.0158125316
6288,-0.115478,300.0,2.01046e-05,2704109491601081.0,-3524520.4703499996,0.0018057947605043887,-3524520.4703499996,2704109491601081.0,4.357790072604415e-05,0.0018057947605043887,4.357790072604415e-05,77350651875631.27,0.000905672,1.03759e-19,-3.80825e-22,7.42187e-22,0.000905672,2.3811199999999997e-21,-1.24751e-23,6.80733e-23,0.00090804,10669628931.571106,-13.906845147389104,4.325810342289347e-09,-13.906691151898022,10669628931.571106,-2.0772066803565415e-09,4.325810342289347e-09,-2.077214380131096e-09,379719515.32290393
6289,-0.115478,400.0,0.000239088,3.0161300224520308e+16,-39311968.96387122,0.018519189766755033,-39311968.96387122,3.0161300224520308e+16,0.006164567837660222,0.018519189766755033,0.006164567837660222,878652073476809.9,0.000720836,1.26225e-19,-6.85918e-22,5.62723e-20,0.000720836,1.6188399999999998e-21,-2.40137e-23,4.58178e-23,0.000727402,177918433964.5109,-231.89975674987264,6.435086583664088e-08,-231.8987301132654,177918433964.5109,2.95442916235779e-08,6.435086583664088e-08,2.9545061601033318e-08,5252144552.988736
6290,-0.115478,500.0,0.00110742,1.3440880457284722e+17,-175187323.93013978,0.07477020076337047,-175187323.93013978,1.3440880457284722e+17,0.042233263429730813,0.07477020076337047,0.042233263429730813,3970183421546502.5,0.000611827,6.554949999999999e-20,-8.05455e-22,1.91276e-22,0.000611827,1.2559e-21,-2.57302e-23,3.60017e-23,0.000615312,1020659015579.7314,-1330.3234154170989,3.8900801002677487e-07,-1330.318282234063,1020659015579.7314,2.773253467097705e-07,3.8900801002677487e-07,2.7732791330128857e-07,27195090407.094604
6291,-0.115478,600.0,0.00318164,3.758721946373271e+17,-489908422.37639546,0.18979020303131244,-489908422.37639546,3.758721946373271e+17,0.144868948304714,0.18979020303131244,0.144868948304714,1.1138365540514998e+16,0.000539402,2.0875699999999997e-20,-7.91331e-22,2.96149e-20,0.000539402,9.594529999999999e-22,-2.31037e-23,2.86962e-23,0.000538717,3371217958976.0815,-4394.030344839468,1.4627236054679099e-06,-4394.030344839468,3371217958976.0815,8.516617970728567e-07,1.4627236054679099e-06,8.516617970728567e-07,85899454903.99634
6292,-0.115478,700.0,0.00693147,8.001759712205078e+17,-1042942163.1395566,0.37141915835348743,-1042942163.1395566,8.001759712205078e+17,0.3444648142307871,0.37141915835348743,0.3444648142307871,2.3611179009016624e+16,0.00048705,7.448719999999999e-20,-6.85833e-22,2.1855e-21,0.00048705,6.67334e-22,-1.8308e-23,2.14805e-23,0.000482894,8042773844663.7295,-10482.935064547186,3.992281774517027e-06,-10482.909398632004,8042773844663.7295,1.5749401198206715e-06,3.992281774517027e-06,1.5749426864121893e-06,201856006416.8796
6293,-0.115162,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6294,-0.115162,200.0,1.28349e-07,18855746912518.668,-24576.42274712985,1.3163688573333891e-05,-24576.42274712985,18855746912518.668,-8.624928132790837e-06,1.3163688573333891e-05,-8.624928132790837e-06,562902285150.1144,0.00129673,7.08431e-20,2.46001e-22,7.844639999999999e-20,0.00129673,4.0743799999999996e-21,2.3813900000000002e-23,1.1084099999999999e-22,0.00127314,28689359.988911033,-0.03739395512242255,1.7770181364038635e-11,-0.03739421178157436,28689359.988911033,-3.4369483677536814e-11,1.7770181364038635e-11,-3.43689703592332e-11,1351538.8609054098
6295,-0.115162,300.0,1.70192e-05,2289027478342301.5,-2983508.6442574468,0.0015286362422432924,-2983508.6442574468,2289027478342301.5,3.7139862562134286e-05,0.0015286362422432924,3.7139862562134286e-05,65479396127133.3,0.000919991,-8.254889999999999e-20,-3.80473e-22,-7.90398e-20,0.000919991,2.38413e-21,-1.2478100000000001e-23,6.81611e-23,0.000922378,9015127041.281992,-11.750138294760553,3.654749323976529e-09,-11.750138294760553,9015127041.281992,-1.7179018339683127e-09,3.654749323976529e-09,-1.7178761680531322e-09,321219194.85168827
6296,-0.115162,400.0,0.000211021,2.6620943884503856e+16,-34697237.41439349,0.01634541508053136,-34697237.41439349,2.6620943884503856e+16,0.005439454401976992,0.01634541508053136,0.005439454401976992,775518726506474.1,0.000731591,3.5397099999999996e-20,-6.86009e-22,3.2625799999999997e-20,0.000731591,1.6192099999999999e-21,-2.4017200000000002e-23,4.5828900000000004e-23,0.000738159,156986083520.64243,-204.6150922987976,5.6728345687144835e-08,-204.6150922987976,156986083520.64243,2.60994124880334e-08,5.6728345687144835e-08,2.6100182465488826e-08,4635238615.707052
6297,-0.115162,500.0,0.00100232,1.2165746459280538e+17,-158567360.55492118,0.06768101833132796,-158567360.55492118,1.2165746459280538e+17,0.03821064454347028,0.06768101833132796,0.03821064454347028,3593484784440359.0,0.000620416,7.899459999999999e-20,-8.05312e-22,-1.5505899999999998e-21,0.000620416,1.25638e-21,-2.57251e-23,3.60166e-23,0.000623899,923731686900.0728,-1203.9906477149896,3.5178729983182156e-07,-1203.9855145319534,923731686900.0728,2.5096773511501995e-07,3.5178729983182156e-07,2.5096799177417175e-07,24614690626.664173
6298,-0.115162,600.0,0.00292879,3.460253018737696e+17,-451006594.7371108,0.1747502333946136,-451006594.7371108,3.460253018737696e+17,0.13329439053570416,0.1747502333946136,0.13329439053570416,1.0253712776068956e+16,0.000546529,3.87574e-20,-7.91063e-22,9.145029999999999e-21,0.000546529,9.60194e-22,-2.30972e-23,2.8715900000000003e-23,0.000545847,3104266775182.3228,-4046.1031986508137,1.3445577319762778e-06,-4046.077532735633,3104266775182.3228,7.833339976789768e-07,1.3445577319762778e-06,7.833339976789768e-07,79095420789.61066
6299,-0.115162,700.0,0.0064589,7.456974996580973e+17,-971937408.7923368,0.34624346215280494,-971937408.7923368,7.456974996580973e+17,0.3208162399833523,0.34624346215280494,0.3208162399833523,2.2003209422949996e+16,0.000493117,4.5637e-20,-6.85455e-22,3.36917e-20,0.000493117,6.68471e-22,-1.83012e-23,2.15075e-23,0.000488972,7502403666450.692,-9778.611020160268,3.711445330610546e-06,-9778.585354245086,7502403666450.692,1.4662680683543552e-06,3.711445330610546e-06,1.4662706349458733e-06,188246141574.0456
6300,-0.114845,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6301,-0.114845,200.0,9.9803e-08,14587043231506.229,-19012.616986102694,1.0487503597449337e-05,-19012.616986102694,14587043231506.229,-6.667055125066645e-06,1.0487503597449337e-05,-6.667055125066645e-06,436051065961.3562,0.00131639,-4.1424099999999996e-20,4.40563e-22,-5.4206699999999995e-20,0.00131639,4.0999599999999995e-21,2.99569e-23,1.11889e-22,0.00129304,20830944.412989784,-0.027150431714680304,1.7924099857376888e-11,-0.027150431714680304,20830944.412989784,-2.4737373701227597e-11,1.7924099857376888e-11,-2.4737296703482056e-11,1009956.3289494078
6302,-0.114845,300.0,1.44071e-05,1937422406508262.5,-2525223.1959751085,0.0012944578655436831,-2525223.1959751085,1937422406508262.5,3.115636775607343e-05,0.0012944578655436831,3.115636775607343e-05,55430163697308.445,0.000934232,1.09162e-19,-3.73022e-22,1.6644399999999999e-21,0.000934232,2.3811599999999998e-21,-1.23365e-23,6.80857e-23,0.000936723,7587614504.850392,-9.889770098807588,3.145049914404348e-09,-9.889641769231684,7587614504.850392,-1.4832974030767051e-09,3.145049914404348e-09,-1.4832512044293797e-09,271804608.35441643
6303,-0.114845,400.0,0.000186247,2.349537439972161e+16,-30623543.3569235,0.014426271938814746,-30623543.3569235,2.349537439972161e+16,0.0047994748069479206,0.014426271938814746,0.0047994748069479206,684479158769252.5,0.000742334,4.6598e-20,-6.86254e-22,6.819339999999999e-20,0.000742334,1.61931e-21,-2.40305e-23,4.5831e-23,0.000748911,138405500884.77533,-180.39750471180818,4.9904805477221866e-08,-180.39776137095998,138405500884.77533,2.298403237157787e-08,4.9904805477221866e-08,2.298408370340823e-08,4089427263.4757214
6304,-0.114845,500.0,0.000907173,1.1011267928540506e+17,-143520204.46197176,0.06126248626295538,-143520204.46197176,1.1011267928540506e+17,0.0345717310891602,0.06126248626295538,0.0345717310891602,3252461769435295.0,0.000629007,7.68006e-20,-8.05005e-22,6.236809999999999e-20,0.000629007,1.25687e-21,-2.57151e-23,3.60316e-23,0.000632489,835995322446.5986,-1089.6361626276814,3.18329212802349e-07,-1089.6335960361635,835995322446.5986,2.2720494754503134e-07,3.18329212802349e-07,2.2720315093096866e-07,22278733022.414085
6305,-0.114845,600.0,0.00269594,3.185345401237941e+17,-415174410.5534297,0.1608926924702865,-415174410.5534297,3.185345401237941e+17,0.1226445756906525,0.1608926924702865,0.1226445756906525,9438922632744596.0,0.000553659,7.687739999999999e-20,-7.90752e-22,-1.9e-20,0.000553659,9.60902e-22,-2.30896e-23,2.87347e-23,0.000552981,2858566969158.1274,-3725.843909026881,1.2356700868224444e-06,-3725.8182431117007,2858566969158.1274,7.205757018792942e-07,1.2356700868224444e-06,7.20573135287776e-07,72831397530.62549
6306,-0.114845,700.0,0.00601823,6.948892539665171e+17,-905711647.8517507,0.32274375021341783,-905711647.8517507,6.948892539665171e+17,0.29878718498381546,0.32274375021341783,0.29878718498381546,2.0503549998945636e+16,0.000499187,7.31389e-20,-6.84992e-22,4.7905e-20,0.000499187,6.69553e-22,-1.8291900000000002e-23,2.15331e-23,0.000495054,6999172067504.03,-9122.692891804023,3.4485493614153273e-06,-9122.692891804023,6999172067504.03,1.3650262993328321e-06,3.4485493614153273e-06,1.365018599558278e-06,175568719429.72397
6307,-0.114529,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6308,-0.114529,200.0,7.75959e-08,11267131436976.23,-14685.472016223954,7.795072097255445e-06,-14685.472016223954,11267131436976.23,-4.690138008278426e-06,7.795072097255445e-06,-4.690138008278426e-06,335622906451.0592,0.00133579,1.22766e-19,2.1110699999999999e-22,1.7751500000000001e-19,0.00133579,4.50194e-21,2.3266100000000002e-23,1.23887e-22,0.00131125,14981040.695444118,-0.01952691059449221,8.781361885816792e-12,-0.019527244251389554,14981040.695444118,-1.0483576712426701e-11,8.781361885816792e-12,-1.0483422716935617e-11,723488.7832522959
6309,-0.114529,300.0,1.21959e-05,1639877451819189.8,-2137400.951229679,0.001096111673027755,-2137400.951229679,1639877451819189.8,2.6482347942528442e-05,0.001096111673027755,2.6482347942528442e-05,46916522972740.83,0.000948497,-9.50923e-20,-3.66829e-22,-9.053419999999999e-20,0.000948497,2.38333e-21,-1.21506e-23,6.81464e-23,0.000950974,6394072451.205438,-8.333902320557643,2.6984116584309806e-09,-8.333902320557643,6394072451.205438,-1.2337836420566677e-09,2.6984116584309806e-09,-1.2337964750142582e-09,229142724.14116907
6310,-0.114529,400.0,0.00016438,2.073664784061614e+16,-27028005.29926869,0.012732937518857335,-27028005.29926869,2.073664784061614e+16,0.004235953973241953,0.012732937518857335,0.004235953973241953,604119178338692.1,0.000753077,1.73885e-19,-6.85659e-22,1.9695699999999997e-20,0.000753077,1.62091e-21,-2.4020300000000002e-23,4.58761e-23,0.000759665,122025000498.19203,-159.04859646455805,4.407325288903036e-08,-159.0465431913436,122025000498.19203,2.0548003364038492e-08,4.407325288903036e-08,2.054802902995367e-08,3608088690.178139
6311,-0.114529,500.0,0.00082104,9.96612619646997e+16,-129897763.32069924,0.055450696429452946,-129897763.32069924,9.96612619646997e+16,0.031279820808092273,0.055450696429452946,0.031279820808092273,2943726475727466.5,0.0006376,6.132509999999999e-20,-8.048299999999999e-22,2.3175399999999998e-20,0.0006376,1.25731e-21,-2.57089e-23,3.60453e-23,0.000641081,756641445891.1189,-986.2050910412504,2.8780730646954086e-07,-986.2025244497323,756641445891.1189,2.0570974358125159e-07,2.8780730646954086e-07,2.057115401953142e-07,20164374929.83358
6312,-0.114529,600.0,0.0024815,2.932151147981001e+17,-382175743.4056905,0.14812518296368085,-382175743.4056905,2.932151147981001e+17,0.11284507261553521,0.14812518296368085,0.11284507261553521,8688528270608443.0,0.000560791,5.890309999999999e-20,-7.90437e-22,4.0396e-20,0.000560791,9.61573e-22,-2.30819e-23,2.8752300000000003e-23,0.000560118,2632450256416.755,-3431.1222050076776,1.1350827986380274e-06,-3431.1222050076776,2632450256416.755,6.628812911447503e-07,1.1350827986380274e-06,6.628915575108225e-07,67065806344.4482
6313,-0.114529,700.0,0.00560734,6.475048413600334e+17,-843954322.7441127,0.3008173588746035,-843954322.7441127,6.475048413600334e+17,0.27826471920538165,0.3008173588746035,0.27826471920538165,1.9105065612583332e+16,0.00050526,-6.968019999999999e-20,-6.84429e-22,-2.6559e-20,0.00050526,6.70602e-22,-1.82798e-23,2.15577e-23,0.000501139,6530743449542.306,-8512.075103741594,3.2030035508822158e-06,-8512.100769656776,6530743449542.306,1.2708118578877662e-06,3.2030035508822158e-06,1.2708144244792845e-06,163762911764.93665
6314,-0.114212,100.0,-3.60956e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6315,-0.114212,200.0,6.03153e-08,8706982063623.318,-11348.59505175956,6.114852959955337e-06,-11348.59505175956,8706982063623.318,-3.883047639508256e-06,6.114852959955337e-06,-3.883047639508256e-06,259628698192.7244,0.00135546,1.20712e-19,2.9603e-22,1.44896e-19,0.00135546,4.2955399999999996e-21,2.6007600000000002e-23,1.17176e-22,0.001331,10895334.98966959,-0.014201464187747587,7.483436555132204e-12,-0.014201592517323489,10895334.98966959,-1.0219577108878715e-11,7.483436555132204e-12,-1.0219885099860883e-11,539130.5145098126
6316,-0.114212,300.0,1.03241e-05,1388035792292269.2,-1809154.4288015335,0.0009269347931146157,-1809154.4288015335,1388035792292269.2,2.082090904015416e-05,0.0009269347931146157,2.082090904015416e-05,39705427443590.31,0.000962768,1.25324e-19,-3.8030799999999997e-22,1.34862e-19,0.000962768,2.35889e-21,-1.24698e-23,6.74414e-23,0.00096515,5390458169.897164,-7.025992948867792,2.168040920772318e-09,-7.025992948867792,5390458169.897164,-1.2255833821564557e-09,2.168040920772318e-09,-1.2255833821564557e-09,192635013.06993377
6317,-0.114212,400.0,0.000145079,1.8301825131090256e+16,-23854466.21901384,0.011237769630009588,-23854466.21901384,1.8301825131090256e+16,0.0037363412683357597,0.011237769630009588,0.0037363412683357597,533186288553978.06,0.000763829,4.18144e-20,-6.85968e-22,2.06229e-21,0.000763829,1.6187599999999999e-21,-2.40284e-23,4.58147e-23,0.000770415,107628218695.91983,-140.28219260278317,3.879326081807064e-08,-140.28167928447954,107628218695.91983,1.7717206915105807e-08,3.879326081807064e-08,1.7717797231154965e-08,3182496484.6528907
6318,-0.114212,500.0,0.00074307,9.019977899251131e+16,-117565547.73555712,0.05018867049911967,-117565547.73555712,9.019977899251131e+16,0.028301034692228062,0.05018867049911967,0.028301034692228062,2664250325325559.0,0.000646194,5.974729999999999e-20,-8.04557e-22,4.7105599999999996e-20,0.000646194,1.25759e-21,-2.57001e-23,3.6054e-23,0.000649674,684846181356.3356,-892.6271642926641,2.6011378398963833e-07,-892.6271642926641,684846181356.3356,1.8598163787765841e-07,2.6011378398963833e-07,1.859824078551138e-07,18250980953.117424
6319,-0.114212,600.0,0.00228405,2.6990019744801354e+17,-351784733.2403035,0.1363640339913078,-351784733.2403035,2.6990019744801354e+17,0.10382863661257899,0.1363640339913078,0.10382863661257899,7997473504369913.0,0.000567925,3.00328e-21,-7.90066e-22,1.20712e-20,0.000567925,9.6223e-22,-2.30728e-23,2.87694e-23,0.000567256,2424330483400.042,-3159.859147463573,1.0421644859095836e-06,-3159.859147463573,2424330483400.042,6.101737677298034e-07,1.0421644859095836e-06,6.101712011382853e-07,61758351744.24519
